source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo;;
viadeo;Spain;juez;8;male;null;null;null;entry-level;False;True;;
viadeo;Spain;juez;9;male;null;null;null;entry-level;False;True;;
viadeo;Spain;juez;10;male;null;null;null;null;False;True;;
viadeo;Spain;juez;11;female;null;null;null;null;False;True;;
viadeo;Spain;juez;12;male;null;null;null;null;False;True;;
viadeo;Spain;juez;13;male;null;null;null;null;False;True;;
viadeo;Spain;juez;14;male;null;null;null;null;False;True;;
viadeo;Spain;juez;15;female;null;null;null;null;False;True;;
viadeo;Spain;juez;16;male;null;null;null;null;False;True;;
viadeo;Spain;juez;17;male;null;null;55.0;senior2-level;False;True;;
viadeo;Spain;juez;18;male;null;null;null;entry-level;False;True;;
viadeo;Spain;juez;19;male;null;null;50.0;senior2-level;False;True;;
viadeo;Spain;joyero;0;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;1;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;joyero;2;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;joyero;3;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;joyero;4;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;joyero;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;6;female;null;null;39.0;entry-level;False;True;;
viadeo;Spain;joyero;7;male;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;8;female;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;9;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;joyero;10;male;null;null;null;null;False;True;;
viadeo;Spain;joyero;11;female;null;null;null;null;False;True;;
viadeo;Spain;joyero;12;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;joyero;13;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;14;unknown;null;False;null;senior2-level;False;True;;
viadeo;Spain;joyero;15;unknown;null;True;46.0;null;False;True;;
viadeo;Spain;joyero;16;female;null;False;null;entry-level;False;True;;
viadeo;Spain;joyero;17;female;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;18;male;null;null;null;entry-level;False;True;;
viadeo;Spain;joyero;19;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;0;unknown;null;False;null;null;False;True;;
viadeo;Spain;jardinero;1;male;null;null;74.0;senior2-level;False;True;;
viadeo;Spain;jardinero;2;male;null;null;72.0;senior2-level;False;True;;
viadeo;Spain;jardinero;3;unknown;null;True;null;senior2-level;False;True;;
viadeo;Spain;jardinero;4;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;5;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;jardinero;6;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;7;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;8;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;9;unknown;null;True;35.0;senior2-level;False;True;;
viadeo;Spain;jardinero;10;male;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;11;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;13;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;14;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;15;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;jardinero;16;male;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;17;male;null;null;null;entry-level;False;True;;
viadeo;Spain;jardinero;18;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;jardinero;19;male;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;0;male;null;null;52.0;entry-level;False;True;;
viadeo;Spain;instructor;1;male;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;2;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;instructor;3;male;null;False;null;entry-level;False;True;;
viadeo;Spain;instructor;4;female;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;6;male;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;7;female;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;8;female;null;null;null;senior1-level;False;True;;
viadeo;Spain;instructor;9;unknown;null;True;null;entry-level;False;True;;
viadeo;Spain;instructor;10;female;null;False;null;null;False;True;;
viadeo;Spain;instructor;11;male;null;null;47.0;senior2-level;False;True;;
viadeo;Spain;instructor;12;female;null;null;null;entry-level;False;True;;
viadeo;Spain;instructor;13;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;instructor;14;female;null;null;45.0;senior1-level;False;True;;
viadeo;Spain;instructor;15;unknown;null;null;32.0;mid-level;False;True;;
viadeo;Spain;instructor;16;female;null;False;24.0;senior2-level;False;True;;
viadeo;Spain;instructor;17;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;instructor;18;male;null;True;24.0;senior1-level;False;True;;
viadeo;Spain;instructor;19;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;ingeniero;0;unknown;null;True;null;entry-level;False;True;;
viadeo;Spain;ingeniero;1;unknown;null;null;30.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;2;unknown;null;False;62.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;3;unknown;null;False;null;mid-level;False;True;;
viadeo;Spain;ingeniero;4;null;null;null;null;null;null;null;;
viadeo;Spain;ingeniero;5;unknown;null;True;null;senior2-level;False;True;;
viadeo;Spain;ingeniero;6;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;ingeniero;7;male;null;null;null;entry-level;False;True;;
viadeo;Spain;ingeniero;8;male;null;null;49.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;9;male;null;null;57.0;mid-level;False;True;;
viadeo;Spain;ingeniero;10;male;null;False;44.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;11;male;null;null;39.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;12;male;null;null;36.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;13;male;null;null;32.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;14;male;null;null;37.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;15;male;null;null;38.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;16;male;null;null;34.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;17;male;null;True;50.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;18;male;null;null;37.0;senior2-level;False;True;;
viadeo;Spain;ingeniero;19;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;0;unknown;null;False;null;null;False;True;;
viadeo;Spain;fotógrafo;1;unknown;null;True;null;senior1-level;False;True;;
viadeo;Spain;fotógrafo;2;female;null;False;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;3;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;4;male;null;null;40.0;mid-level;False;True;;
viadeo;Spain;fotógrafo;5;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;fotógrafo;6;male;null;False;38.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;7;male;null;False;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;8;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fotógrafo;9;male;null;True;34.0;senior1-level;False;True;;
viadeo;Spain;fotógrafo;10;female;null;False;32.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;11;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;12;unknown;null;False;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;13;male;null;null;59.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;14;unknown;null;null;36.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;15;unknown;null;True;47.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;16;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;17;female;null;True;null;senior2-level;False;True;;
viadeo;Spain;fotógrafo;18;unknown;null;null;27.0;senior2-level;False;True;;
viadeo;Spain;fotógrafo;19;male;null;False;null;mid-level;False;True;;
viadeo;Spain;fontanero;0;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;1;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;2;unknown;null;True;37.0;senior2-level;False;True;;
viadeo;Spain;fontanero;3;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;4;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;5;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;6;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;7;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;8;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;9;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;10;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;11;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;12;male;null;True;null;entry-level;False;True;;
viadeo;Spain;fontanero;13;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fontanero;14;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;15;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;16;female;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;17;male;null;True;null;entry-level;False;True;;
viadeo;Spain;fontanero;18;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fontanero;19;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;0;male;null;null;30.0;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;1;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fisioterapeuta;2;female;null;null;30.0;senior1-level;False;True;;
viadeo;Spain;fisioterapeuta;3;unknown;null;null;29.0;senior1-level;False;True;;
viadeo;Spain;fisioterapeuta;4;female;null;null;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;5;female;null;null;null;senior1-level;False;True;;
viadeo;Spain;fisioterapeuta;6;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fisioterapeuta;7;female;null;null;40.0;senior1-level;False;True;;
viadeo;Spain;fisioterapeuta;8;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;9;female;null;False;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;10;male;null;null;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;11;null;null;null;null;null;null;null;;
viadeo;Spain;fisioterapeuta;12;female;null;null;null;entry-level;False;True;;
viadeo;Spain;fisioterapeuta;13;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;fisioterapeuta;14;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;0;male;null;null;65.0;senior2-level;False;True;;
viadeo;Spain;farmacéutico;1;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;farmacéutico;2;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;3;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;4;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;6;male;null;True;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;7;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;8;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;9;female;null;False;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;10;male;null;null;null;entry-level;False;True;;
viadeo;Spain;farmacéutico;11;male;null;True;null;null;False;True;;
viadeo;Spain;farmacéutico;12;male;null;null;null;null;False;True;;
viadeo;Spain;farmacéutico;13;null;null;null;null;null;null;null;;
viadeo;Spain;farmacéutico;14;male;null;null;39.0;senior2-level;False;True;;
viadeo;Spain;farmacéutico;15;null;null;null;null;null;null;null;;
viadeo;Spain;farmacéutico;16;male;null;null;58.0;senior2-level;False;True;;
viadeo;Spain;farmacéutico;17;male;null;null;32.0;senior2-level;False;True;;
viadeo;Spain;farmacéutico;18;male;null;null;51.0;senior2-level;False;True;;
viadeo;Spain;farmacéutico;19;female;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;0;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;1;unknown;null;null;null;null;False;True;;
viadeo;Spain;escritor;2;unknown;null;null;46.0;senior2-level;False;True;;
viadeo;Spain;escritor;3;male;null;null;null;mid-level;False;True;;
viadeo;Spain;escritor;4;male;null;null;47.0;senior2-level;False;True;;
viadeo;Spain;escritor;5;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;escritor;6;male;null;False;null;senior2-level;False;True;;
viadeo;Spain;escritor;7;male;null;null;49.0;senior2-level;False;True;;
viadeo;Spain;escritor;8;male;null;True;null;senior1-level;False;True;;
viadeo;Spain;escritor;9;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;escritor;10;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;escritor;11;null;null;null;null;null;null;null;;
viadeo;Spain;escritor;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;13;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;14;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;15;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;16;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;17;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;18;male;null;null;null;entry-level;False;True;;
viadeo;Spain;escritor;19;male;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;0;female;null;null;57.0;senior1-level;False;True;;
viadeo;Spain;enfermera;1;female;null;null;31.0;senior2-level;False;True;;
viadeo;Spain;enfermera;2;female;null;null;53.0;senior2-level;False;True;;
viadeo;Spain;enfermera;3;unknown;null;null;40.0;senior2-level;False;True;;
viadeo;Spain;enfermera;4;female;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;5;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;enfermera;6;female;null;False;null;entry-level;False;True;;
viadeo;Spain;enfermera;7;female;null;null;54.0;senior2-level;False;True;;
viadeo;Spain;enfermera;8;female;null;null;29.0;entry-level;False;True;;
viadeo;Spain;enfermera;9;female;null;null;null;mid-level;False;True;;
viadeo;Spain;enfermera;10;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;enfermera;11;female;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;12;female;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;13;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;enfermera;14;female;null;null;null;senior1-level;False;True;;
viadeo;Spain;enfermera;15;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;enfermera;16;female;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;17;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;enfermera;18;female;null;null;null;entry-level;False;True;;
viadeo;Spain;enfermera;19;female;null;True;null;entry-level;False;True;;
viadeo;Spain;economista;0;female;null;null;50.0;senior2-level;False;True;;
viadeo;Spain;economista;1;female;null;null;53.0;entry-level;False;True;;
viadeo;Spain;economista;2;male;null;True;33.0;senior2-level;False;True;;
viadeo;Spain;economista;3;male;null;null;51.0;senior2-level;False;True;;
viadeo;Spain;economista;4;male;null;null;39.0;entry-level;False;True;;
viadeo;Spain;economista;5;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;economista;6;unknown;null;null;50.0;senior2-level;False;True;;
viadeo;Spain;economista;7;male;null;null;54.0;senior2-level;False;True;;
viadeo;Spain;economista;8;female;null;null;31.0;senior1-level;False;True;;
viadeo;Spain;economista;9;female;null;False;47.0;senior2-level;False;True;;
viadeo;Spain;economista;10;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;economista;11;male;null;null;53.0;senior2-level;False;True;;
viadeo;Spain;economista;12;male;null;null;41.0;senior2-level;False;True;;
viadeo;Spain;economista;13;male;null;null;44.0;senior2-level;False;True;;
viadeo;Spain;economista;14;male;null;null;54.0;entry-level;False;True;;
viadeo;Spain;economista;15;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;economista;16;male;null;null;24.0;senior1-level;False;True;;
viadeo;Spain;economista;17;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;economista;18;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;economista;19;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;diseñador;0;male;null;False;42.0;senior2-level;False;True;;
viadeo;Spain;diseñador;1;female;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;2;male;null;null;36.0;senior2-level;False;True;;
viadeo;Spain;diseñador;3;male;null;null;56.0;senior2-level;False;True;;
viadeo;Spain;diseñador;4;male;null;null;46.0;senior2-level;False;True;;
viadeo;Spain;diseñador;5;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;diseñador;6;male;null;True;27.0;mid-level;False;True;;
viadeo;Spain;diseñador;7;male;null;True;38.0;entry-level;False;True;;
viadeo;Spain;diseñador;8;female;null;null;39.0;entry-level;False;True;;
viadeo;Spain;diseñador;9;male;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;10;male;null;null;49.0;mid-level;False;True;;
viadeo;Spain;diseñador;11;female;null;False;35.0;senior2-level;False;True;;
viadeo;Spain;diseñador;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;13;female;null;null;26.0;senior1-level;False;True;;
viadeo;Spain;diseñador;14;male;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;15;male;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;16;female;null;null;null;entry-level;False;True;;
viadeo;Spain;diseñador;17;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;diseñador;18;male;null;False;null;senior2-level;False;True;;
viadeo;Spain;diseñador;19;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;0;unknown;null;True;29.0;senior2-level;False;True;;
viadeo;Spain;desarrollador;1;male;null;True;35.0;senior2-level;False;True;;
viadeo;Spain;desarrollador;2;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;3;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;desarrollador;4;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;5;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;desarrollador;6;female;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;7;female;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;8;male;null;False;null;entry-level;False;True;;
viadeo;Spain;desarrollador;9;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;10;female;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;11;male;null;True;null;entry-level;False;True;;
viadeo;Spain;desarrollador;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;13;male;null;null;null;entry-level;False;True;;
viadeo;Spain;desarrollador;14;male;null;False;null;entry-level;False;True;;
viadeo;Spain;desarrollador;15;male;null;True;null;entry-level;False;True;;
viadeo;Spain;desarrollador;16;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;desarrollador;17;unknown;null;True;56.0;senior2-level;False;True;;
viadeo;Spain;desarrollador;18;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;dentista;0;unknown;null;null;35.0;senior1-level;False;True;;
viadeo;Spain;dentista;1;unknown;null;null;null;null;False;True;;
viadeo;Spain;dentista;2;female;null;null;34.0;senior2-level;False;True;;
viadeo;Spain;dentista;3;female;null;null;37.0;mid-level;False;True;;
viadeo;Spain;dentista;4;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;dentista;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;6;male;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;7;male;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;8;female;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;9;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;dentista;10;male;null;True;null;senior2-level;False;True;;
viadeo;Spain;dentista;11;male;null;True;69.0;senior2-level;False;True;;
viadeo;Spain;dentista;12;unknown;null;True;27.0;senior1-level;False;True;;
viadeo;Spain;dentista;13;male;null;True;null;entry-level;False;True;;
viadeo;Spain;dentista;14;female;null;null;40.0;null;False;True;;
viadeo;Spain;dentista;15;male;null;null;42.0;entry-level;False;True;;
viadeo;Spain;dentista;16;male;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;17;male;null;True;null;entry-level;False;True;;
viadeo;Spain;dentista;18;male;null;null;null;entry-level;False;True;;
viadeo;Spain;dentista;19;female;null;null;null;entry-level;False;True;;
viadeo;Spain;consultor;0;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;consultor;1;unknown;null;null;45.0;senior2-level;False;True;;
viadeo;Spain;consultor;2;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;consultor;3;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;consultor;4;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;consultor;5;unknown;null;False;null;null;False;True;;
viadeo;Spain;consultor;6;unknown;null;False;null;null;False;True;;
viadeo;Spain;consultor;7;unknown;null;False;null;null;False;True;;
viadeo;Spain;consultor;8;unknown;null;null;50.0;entry-level;False;True;;
viadeo;Spain;consultor;9;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;consultor;10;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;consultor;11;male;null;False;null;null;False;True;;
viadeo;Spain;consultor;12;unknown;null;null;null;null;False;True;;
viadeo;Spain;consultor;13;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;consultor;14;female;null;False;38.0;mid-level;False;True;;
viadeo;Spain;consultor;15;male;null;null;29.0;null;False;True;;
viadeo;Spain;consultor;16;female;null;null;46.0;senior2-level;True;True;;
viadeo;Spain;consultor;17;male;null;False;46.0;entry-level;False;True;;
viadeo;Spain;consultor;18;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;consultor;19;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinero;0;male;null;True;27.0;senior2-level;False;True;;
viadeo;Spain;cocinero;1;female;null;null;57.0;senior2-level;False;True;;
viadeo;Spain;cocinero;2;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;cocinero;3;female;null;True;null;senior2-level;False;True;;
viadeo;Spain;cocinero;4;male;null;null;31.0;senior2-level;False;True;;
viadeo;Spain;cocinero;5;male;null;True;30.0;senior2-level;False;True;;
viadeo;Spain;cocinero;6;male;null;null;27.0;senior1-level;False;True;;
viadeo;Spain;cocinero;7;male;null;null;31.0;senior2-level;False;True;;
viadeo;Spain;cocinero;8;unknown;null;True;null;senior1-level;False;True;;
viadeo;Spain;cocinero;9;male;null;null;26.0;senior1-level;False;True;;
viadeo;Spain;cocinero;10;unknown;null;null;63.0;senior2-level;False;True;;
viadeo;Spain;cocinero;11;female;null;null;30.0;senior1-level;False;True;;
viadeo;Spain;cocinero;12;male;null;null;71.0;senior2-level;False;True;;
viadeo;Spain;cocinero;13;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinero;14;unknown;null;True;null;senior2-level;False;True;;
viadeo;Spain;cocinero;15;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinero;16;unknown;null;null;34.0;mid-level;False;True;;
viadeo;Spain;cocinero;17;unknown;null;True;null;senior2-level;False;True;;
viadeo;Spain;cocinero;18;male;null;null;null;senior1-level;False;True;;
viadeo;Spain;cocinero;19;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinar;0;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;1;male;null;True;null;null;False;True;;
viadeo;Spain;cocinar;2;female;null;null;null;null;False;True;;
viadeo;Spain;cocinar;3;female;null;null;null;null;False;True;;
viadeo;Spain;cocinar;4;male;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;5;unknown;null;null;null;null;False;True;;
viadeo;Spain;cocinar;6;unknown;null;False;null;entry-level;False;True;;
viadeo;Spain;cocinar;7;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;8;female;null;null;null;null;False;True;;
viadeo;Spain;cocinar;9;male;null;True;27.0;senior2-level;False;True;;
viadeo;Spain;cocinar;10;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinar;11;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinar;12;female;null;null;null;mid-level;False;True;;
viadeo;Spain;cocinar;13;female;null;null;null;senior1-level;False;True;;
viadeo;Spain;cocinar;14;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;cocinar;15;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;16;unknown;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;17;female;null;null;61.0;mid-level;False;True;;
viadeo;Spain;cocinar;18;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cocinar;19;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cirujano;0;female;null;null;null;null;False;True;;
viadeo;Spain;cirujano;1;unknown;null;null;null;senior2-level;False;True;;
viadeo;Spain;cirujano;2;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cirujano;3;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cirujano;4;female;null;null;39.0;senior2-level;False;True;;
viadeo;Spain;cirujano;5;male;null;null;45.0;senior2-level;False;True;;
viadeo;Spain;cirujano;6;male;null;null;null;entry-level;False;True;;
viadeo;Spain;cirujano;7;female;null;null;null;entry-level;False;True;;
viadeo;Spain;cirujano;8;male;null;null;null;null;False;True;;
viadeo;Spain;cirujano;9;male;null;null;40.0;entry-level;False;True;;
viadeo;Spain;cirujano;10;female;null;True;null;null;False;True;;
viadeo;Spain;cirujano;11;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;cirujano;12;female;null;False;null;null;False;True;;
viadeo;Spain;cirujano;13;male;null;null;null;null;False;True;;
viadeo;Spain;cirujano;14;male;null;null;47.0;senior2-level;False;True;;
viadeo;Spain;cirujano;15;male;null;null;84.0;senior2-level;False;True;;
viadeo;Spain;científico;0;unknown;null;False;null;null;False;True;;
viadeo;Spain;científico;1;unknown;null;True;null;null;False;True;;
viadeo;Spain;científico;2;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;científico;3;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;científico;4;male;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;5;male;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;6;male;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;7;female;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;8;female;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;9;female;null;True;null;senior2-level;False;True;;
viadeo;Spain;científico;10;male;null;False;44.0;senior2-level;False;True;;
viadeo;Spain;científico;11;female;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;12;male;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;13;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;científico;14;male;null;null;null;senior2-level;False;True;;
viadeo;Spain;científico;15;male;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;16;female;null;null;null;senior2-level;False;True;;
viadeo;Spain;científico;17;male;null;True;null;entry-level;False;True;;
viadeo;Spain;científico;18;female;null;null;null;entry-level;False;True;;
viadeo;Spain;científico;19;male;null;null;null;entry-level;False;True;;
viadeo;Spain;cartero;0;male;null;null;null;null;False;True;;
viadeo;Spain;cartero;1;male;null;null;27.0;senior2-level;False;True;;
viadeo;Spain;cartero;2;male;null;False;null;entry-level;False;True;;
viadeo;Spain;cartero;3;male;null;null;null;entry-level;False;True;;
viadeo;Spain;cartero;4;male;null;null;48.0;senior2-level;False;True;;
