source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo;
viadeo;France;kinésithérapeute;13;female;null;null;54.0;senior2-level;False;True;
viadeo;France;kinésithérapeute;14;female;null;True;56.0;senior2-level;False;True;
viadeo;France;kinésithérapeute;15;female;null;null;28.0;entry-level;False;True;
viadeo;France;kinésithérapeute;16;female;null;False;57.0;senior2-level;False;True;
viadeo;France;kinésithérapeute;17;female;null;null;33.0;senior2-level;False;True;
viadeo;France;kinésithérapeute;18;male;null;False;37.0;entry-level;False;True;
viadeo;France;kinésithérapeute;19;male;null;False;36.0;senior2-level;False;True;
viadeo;France;libraire;0;male;null;null;27.0;senior2-level;False;True;
viadeo;France;libraire;1;male;null;null;null;entry-level;False;True;
viadeo;France;libraire;2;female;null;null;36.0;senior2-level;False;True;
viadeo;France;libraire;3;female;null;null;36.0;senior1-level;False;True;
viadeo;France;libraire;4;female;null;null;48.0;senior2-level;False;True;
viadeo;France;libraire;5;female;null;null;36.0;senior1-level;False;True;
viadeo;France;libraire;6;female;null;null;35.0;senior1-level;False;True;
viadeo;France;libraire;7;female;null;null;null;senior2-level;False;True;
viadeo;France;libraire;8;female;null;null;48.0;senior2-level;False;True;
viadeo;France;libraire;9;female;null;null;46.0;senior2-level;False;True;
viadeo;France;libraire;10;female;null;False;34.0;senior2-level;False;True;
viadeo;France;libraire;11;female;null;null;34.0;senior2-level;False;True;
viadeo;France;libraire;12;female;null;null;29.0;senior1-level;False;True;
viadeo;France;libraire;13;female;null;null;32.0;senior2-level;False;True;
viadeo;France;libraire;14;female;null;null;33.0;senior2-level;False;True;
viadeo;France;libraire;15;female;null;null;37.0;senior2-level;False;True;
viadeo;France;libraire;16;male;null;null;41.0;senior2-level;False;True;
viadeo;France;libraire;17;female;null;null;31.0;senior2-level;False;True;
viadeo;France;libraire;18;unknown;null;null;49.0;entry-level;False;True;
viadeo;France;libraire;19;male;null;null;59.0;senior1-level;False;True;
viadeo;France;mailman;0;male;null;null;49.0;senior2-level;False;True;
viadeo;France;mailman;1;male;null;False;42.0;senior2-level;False;True;
viadeo;France;mailman;2;male;null;null;null;senior2-level;False;True;
viadeo;France;mailman;3;female;null;null;null;senior2-level;False;True;
viadeo;France;mailman;4;female;null;null;53.0;entry-level;False;True;
viadeo;France;mailman;5;male;null;null;39.0;senior2-level;False;True;
viadeo;France;mailman;6;male;null;null;30.0;senior2-level;False;True;
viadeo;France;mailman;7;female;null;null;42.0;senior2-level;False;True;
viadeo;France;mailman;8;male;null;null;null;senior2-level;False;True;
viadeo;France;mailman;9;unknown;null;False;null;entry-level;False;True;
viadeo;France;mailman;10;female;null;null;null;mid-level;False;True;
viadeo;France;mailman;11;female;null;null;46.0;senior1-level;False;True;
viadeo;France;mailman;12;female;null;null;null;null;False;True;
viadeo;France;mécanique;0;male;null;null;53.0;entry-level;False;True;
viadeo;France;mécanique;1;male;null;null;43.0;senior2-level;False;True;
viadeo;France;mécanique;2;male;null;null;null;senior2-level;False;True;
viadeo;France;mécanique;3;unknown;null;null;null;senior2-level;False;True;
viadeo;France;mécanique;4;male;null;null;37.0;entry-level;False;True;
viadeo;France;mécanique;5;male;null;False;40.0;senior2-level;False;True;
viadeo;France;mécanique;6;male;null;null;null;senior2-level;False;True;
viadeo;France;mécanique;7;unknown;null;True;61.0;senior2-level;True;True;
viadeo;France;mécanique;8;male;null;null;30.0;senior1-level;False;True;
viadeo;France;mécanique;9;female;null;null;32.0;senior1-level;False;True;
viadeo;France;mécanique;10;male;null;null;39.0;senior2-level;False;True;
viadeo;France;mécanique;11;male;null;null;null;senior2-level;False;True;
viadeo;France;mécanique;12;male;null;null;59.0;senior2-level;False;True;
viadeo;France;mécanique;13;male;null;null;30.0;senior2-level;False;True;
viadeo;France;mécanique;14;male;null;null;36.0;senior2-level;False;True;
viadeo;France;mécanique;15;male;null;null;37.0;senior2-level;False;True;
viadeo;France;mécanique;16;male;null;null;29.0;senior1-level;False;True;
viadeo;France;mécanique;17;male;null;null;36.0;senior2-level;False;True;
viadeo;France;mécanique;18;male;null;null;37.0;senior2-level;False;True;
viadeo;France;musicien;0;unknown;null;True;63.0;senior2-level;False;True;
viadeo;France;musicien;1;male;null;False;49.0;mid-level;False;True;
viadeo;France;musicien;2;male;null;null;null;null;False;True;
viadeo;France;musicien;3;unknown;null;False;null;null;False;True;
viadeo;France;musicien;4;male;null;null;null;null;False;True;
viadeo;France;musicien;5;unknown;null;null;null;mid-level;False;True;
viadeo;France;musicien;6;male;null;null;45.0;senior2-level;False;True;
viadeo;France;musicien;7;male;null;null;null;entry-level;False;True;
viadeo;France;musicien;8;unknown;null;False;null;senior2-level;False;True;
viadeo;France;musicien;9;male;null;null;63.0;senior1-level;False;True;
viadeo;France;musicien;10;male;null;null;58.0;senior2-level;False;True;
viadeo;France;musicien;11;unknown;null;False;null;entry-level;False;True;
viadeo;France;musicien;12;male;null;True;32.0;senior2-level;False;True;
viadeo;France;musicien;13;unknown;null;null;32.0;senior1-level;False;True;
viadeo;France;musicien;14;male;null;True;null;senior2-level;False;True;
viadeo;France;musicien;15;male;null;null;51.0;entry-level;False;True;
viadeo;France;musicien;16;female;null;null;null;senior2-level;False;True;
viadeo;France;musicien;17;male;null;False;null;senior2-level;False;True;
viadeo;France;musicien;18;male;null;null;33.0;senior1-level;False;True;
viadeo;France;musicien;19;male;null;null;null;entry-level;False;True;
viadeo;France;pharmacien;0;unknown;null;False;null;entry-level;False;True;
viadeo;France;pharmacien;1;unknown;null;null;42.0;senior2-level;False;True;
viadeo;France;pharmacien;2;male;null;null;44.0;senior2-level;True;True;
viadeo;France;pharmacien;3;female;null;null;33.0;mid-level;False;True;
viadeo;France;pharmacien;4;female;null;null;58.0;senior2-level;True;True;
viadeo;France;pharmacien;5;female;null;null;47.0;senior1-level;True;True;
viadeo;France;pharmacien;6;female;null;False;37.0;senior2-level;False;True;
viadeo;France;pharmacien;7;male;null;null;null;senior2-level;False;True;
viadeo;France;pharmacien;8;female;null;True;null;senior2-level;False;True;
viadeo;France;pharmacien;9;female;null;False;null;senior1-level;False;True;
viadeo;France;pharmacien;10;female;null;False;35.0;senior2-level;False;True;
viadeo;France;pharmacien;11;male;null;null;46.0;senior1-level;False;True;
viadeo;France;pharmacien;12;male;null;null;38.0;entry-level;False;True;
viadeo;France;pharmacien;13;male;null;True;43.0;senior2-level;False;True;
viadeo;France;pharmacien;14;female;null;True;45.0;senior2-level;False;True;
viadeo;France;pharmacien;15;female;null;null;58.0;senior2-level;False;True;
viadeo;France;pharmacien;16;female;null;null;null;senior2-level;False;True;
viadeo;France;pharmacien;17;male;null;null;66.0;senior2-level;False;True;
viadeo;France;pharmacien;18;unknown;null;null;37.0;senior2-level;False;True;
viadeo;France;pharmacien;19;female;null;null;38.0;senior1-level;False;True;
viadeo;France;photographe;0;unknown;null;True;null;senior1-level;False;True;
viadeo;France;photographe;1;female;null;True;32.0;senior2-level;False;True;
viadeo;France;photographe;2;null;null;null;null;null;null;null;
viadeo;France;photographe;3;unknown;null;True;45.0;senior2-level;False;True;
viadeo;France;photographe;4;unknown;null;null;30.0;senior2-level;False;True;
viadeo;France;photographe;5;unknown;null;null;null;senior2-level;False;True;
viadeo;France;photographe;6;female;null;False;25.0;senior1-level;False;True;
viadeo;France;photographe;7;male;null;null;null;entry-level;False;True;
viadeo;France;photographe;8;female;null;null;null;senior2-level;False;True;
viadeo;France;photographe;9;unknown;null;True;null;entry-level;False;True;
viadeo;France;photographe;10;unknown;null;null;38.0;senior1-level;False;True;
viadeo;France;photographe;11;unknown;null;null;null;senior1-level;False;True;
viadeo;France;photographe;12;male;null;null;null;senior2-level;False;True;
viadeo;France;photographe;13;unknown;null;null;null;senior2-level;False;True;
viadeo;France;photographe;14;male;null;null;39.0;senior2-level;False;True;
viadeo;France;photographe;15;unknown;null;null;33.0;senior2-level;False;True;
viadeo;France;photographe;16;unknown;null;True;null;mid-level;False;True;
viadeo;France;photographe;17;unknown;null;null;50.0;entry-level;False;True;
viadeo;France;photographe;18;unknown;null;null;null;senior2-level;False;True;
viadeo;France;photographe;19;unknown;null;True;null;null;False;True;
viadeo;France;pilote;0;male;null;null;null;senior2-level;False;True;
viadeo;France;pilote;1;female;null;null;53.0;senior2-level;False;True;
viadeo;France;pilote;2;male;null;False;null;senior2-level;False;True;
viadeo;France;pilote;3;male;null;null;66.0;senior2-level;False;True;
viadeo;France;pilote;4;male;null;null;59.0;senior2-level;False;True;
viadeo;France;pilote;5;male;null;null;33.0;senior2-level;False;True;
viadeo;France;pilote;6;female;null;null;32.0;senior2-level;False;True;
viadeo;France;pilote;7;male;null;null;56.0;senior2-level;False;True;
viadeo;France;pilote;8;male;null;null;34.0;senior2-level;True;True;
viadeo;France;pilote;9;unknown;null;True;37.0;senior2-level;True;True;
viadeo;France;pilote;10;male;null;True;57.0;senior2-level;True;True;
viadeo;France;pilote;11;male;null;null;38.0;senior2-level;True;True;
viadeo;France;pilote;12;male;null;null;30.0;senior1-level;True;True;
viadeo;France;pilote;13;female;null;null;37.0;senior2-level;True;True;
viadeo;France;pilote;14;female;null;null;null;senior2-level;True;True;
viadeo;France;pilote;15;male;null;null;51.0;null;True;True;
viadeo;France;pilote;16;male;null;null;38.0;senior2-level;False;True;
viadeo;France;pilote;17;male;null;True;30.0;mid-level;False;True;
viadeo;France;pilote;18;male;null;null;31.0;senior2-level;False;True;
viadeo;France;pilote;19;male;null;null;43.0;senior2-level;False;True;
viadeo;France;plombier;0;unknown;null;True;null;senior2-level;False;True;
viadeo;France;plombier;1;unknown;null;True;null;senior2-level;False;True;
viadeo;France;plombier;2;unknown;null;True;null;entry-level;False;True;
viadeo;France;plombier;3;unknown;null;null;39.0;senior2-level;False;True;
viadeo;France;plombier;4;unknown;null;False;null;senior1-level;False;True;
viadeo;France;plombier;5;unknown;null;True;null;mid-level;False;True;
viadeo;France;plombier;6;unknown;null;null;null;entry-level;False;True;
viadeo;France;plombier;7;unknown;null;True;null;null;False;True;
viadeo;France;plombier;8;unknown;null;False;null;null;False;True;
viadeo;France;plombier;9;unknown;null;True;null;null;False;True;
viadeo;France;plombier;10;unknown;null;True;null;entry-level;False;True;
viadeo;France;plombier;11;unknown;null;null;null;null;False;True;
viadeo;France;plombier;12;unknown;null;False;null;null;False;True;
viadeo;France;plombier;13;unknown;null;False;null;null;False;True;
viadeo;France;plombier;14;unknown;null;False;null;null;False;True;
viadeo;France;plombier;15;unknown;null;null;null;null;False;True;
viadeo;France;plombier;16;unknown;null;True;null;senior2-level;False;True;
viadeo;France;plombier;17;unknown;null;True;null;senior2-level;False;True;
viadeo;France;plombier;18;unknown;null;null;null;null;False;True;
viadeo;France;plombier;19;unknown;null;True;26.0;null;False;True;
viadeo;France;police;0;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;1;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;2;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;3;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;4;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;5;unknown;null;True;null;senior2-level;False;True;
viadeo;France;police;6;unknown;null;null;26.0;null;False;True;
viadeo;France;police;7;unknown;null;True;null;null;False;True;
viadeo;France;police;8;unknown;null;True;null;null;False;True;
viadeo;France;police;9;unknown;null;True;null;null;False;True;
viadeo;France;police;10;unknown;null;null;null;null;False;True;
viadeo;France;police;11;unknown;null;True;null;null;False;True;
viadeo;France;police;12;unknown;null;null;null;null;False;True;
viadeo;France;police;13;female;null;True;41.0;senior2-level;False;True;
viadeo;France;police;14;female;null;True;null;senior2-level;False;True;
viadeo;France;police;15;male;null;True;27.0;senior1-level;False;True;
viadeo;France;police;16;male;null;True;48.0;senior2-level;False;True;
viadeo;France;police;17;male;null;True;50.0;mid-level;False;True;
viadeo;France;police;18;female;null;False;null;entry-level;False;True;
viadeo;France;police;19;female;null;False;null;senior2-level;False;True;
viadeo;France;politique;0;unknown;null;False;null;senior1-level;False;True;
viadeo;France;politique;1;unknown;null;True;null;entry-level;False;True;
viadeo;France;politique;2;unknown;null;False;null;entry-level;False;True;
viadeo;France;politique;3;male;null;null;null;senior2-level;False;True;
viadeo;France;politique;4;male;null;False;null;entry-level;False;True;
viadeo;France;politique;5;male;null;null;null;senior2-level;False;True;
viadeo;France;politique;6;male;null;False;null;senior2-level;False;True;
viadeo;France;politique;7;male;null;null;45.0;senior2-level;False;True;
viadeo;France;politique;8;female;null;False;34.0;senior2-level;False;True;
viadeo;France;politique;9;unknown;null;null;53.0;senior1-level;False;True;
viadeo;France;politique;10;male;null;null;30.0;senior2-level;False;True;
viadeo;France;politique;11;female;null;True;38.0;senior2-level;False;True;
viadeo;France;politique;12;unknown;null;True;35.0;senior2-level;False;True;
viadeo;France;politique;13;male;null;null;42.0;senior2-level;False;True;
viadeo;France;politique;14;male;null;null;61.0;senior2-level;False;True;
viadeo;France;politique;15;unknown;null;True;null;mid-level;False;True;
viadeo;France;politique;16;unknown;null;True;38.0;senior2-level;False;True;
viadeo;France;politique;17;male;null;True;null;senior2-level;False;True;
viadeo;France;politique;18;male;null;null;27.0;senior2-level;False;True;
viadeo;France;politique;19;female;null;null;28.0;entry-level;False;True;
viadeo;France;pompier;0;unknown;null;True;null;null;False;True;
viadeo;France;pompier;1;unknown;null;null;null;null;False;True;
viadeo;France;pompier;2;male;null;null;37.0;senior2-level;False;True;
viadeo;France;pompier;3;female;null;False;34.0;senior2-level;False;True;
viadeo;France;pompier;4;female;null;null;45.0;senior2-level;False;True;
viadeo;France;pompier;5;male;null;null;47.0;entry-level;False;True;
viadeo;France;pompier;6;female;null;null;27.0;senior1-level;False;True;
viadeo;France;pompier;7;male;null;False;34.0;senior2-level;False;True;
viadeo;France;pompier;8;female;null;null;25.0;entry-level;False;True;
viadeo;France;pompier;9;male;null;null;43.0;entry-level;False;True;
viadeo;France;pompier;10;male;null;null;null;null;False;True;
viadeo;France;pompier;11;female;null;False;null;senior1-level;False;True;
viadeo;France;pompier;12;male;null;null;null;null;False;True;
viadeo;France;pompier;13;female;null;True;null;senior2-level;False;True;
viadeo;France;pompier;14;female;null;null;null;entry-level;False;True;
viadeo;France;pompier;15;male;null;False;null;senior2-level;False;True;
viadeo;France;pompier;16;female;null;False;null;senior1-level;False;True;
viadeo;France;pompier;17;female;null;null;29.0;null;False;True;
viadeo;France;pompier;18;male;null;null;null;null;False;True;
viadeo;France;pompier;19;unknown;null;False;null;null;False;True;
viadeo;France;professeur;0;male;null;null;30.0;senior2-level;False;True;
viadeo;France;professeur;1;female;null;null;57.0;senior2-level;False;True;
viadeo;France;professeur;2;female;null;null;40.0;senior2-level;False;True;
viadeo;France;professeur;3;female;null;False;30.0;senior2-level;False;True;
viadeo;France;professeur;4;female;null;null;56.0;senior2-level;False;True;
viadeo;France;professeur;5;male;null;null;51.0;senior1-level;False;True;
viadeo;France;professeur;6;female;null;null;60.0;senior2-level;False;True;
viadeo;France;professeur;7;female;null;False;30.0;senior2-level;False;True;
viadeo;France;professeur;8;female;null;null;28.0;senior2-level;False;True;
viadeo;France;professeur;9;unknown;null;True;31.0;senior1-level;False;True;
viadeo;France;professeur;10;female;null;True;52.0;senior2-level;False;True;
viadeo;France;professeur;11;male;null;True;31.0;senior1-level;False;True;
viadeo;France;professeur;12;male;null;null;null;senior2-level;False;True;
viadeo;France;professeur;13;male;null;null;null;mid-level;False;True;
viadeo;France;professeur;14;male;null;True;59.0;senior2-level;False;True;
viadeo;France;professeur;15;female;null;null;53.0;senior2-level;False;True;
viadeo;France;professeur;16;male;null;null;null;senior2-level;False;True;
viadeo;France;professeur;17;female;null;True;23.0;senior2-level;False;True;
viadeo;France;professeur;18;female;null;null;42.0;senior2-level;False;True;
viadeo;France;psychiatre;0;male;null;null;null;senior2-level;False;True;
viadeo;France;psychiatre;1;male;null;null;61.0;senior2-level;False;True;
viadeo;France;psychiatre;2;male;null;null;34.0;senior1-level;False;True;
viadeo;France;psychiatre;3;unknown;null;False;59.0;senior2-level;False;True;
viadeo;France;psychiatre;4;female;null;null;64.0;senior2-level;False;True;
viadeo;France;psychiatre;5;male;null;null;null;senior2-level;False;True;
viadeo;France;psychiatre;6;male;null;null;41.0;senior2-level;False;True;
viadeo;France;psychiatre;7;male;null;null;null;entry-level;False;True;
viadeo;France;psychiatre;8;female;null;null;null;entry-level;False;True;
viadeo;France;psychiatre;9;female;null;null;72.0;senior2-level;False;True;
viadeo;France;psychiatre;10;female;null;False;null;senior2-level;False;True;
viadeo;France;psychiatre;11;female;null;null;null;senior1-level;False;True;
viadeo;France;psychiatre;12;male;null;null;44.0;senior2-level;False;True;
viadeo;France;psychiatre;13;male;null;null;null;entry-level;False;True;
viadeo;France;psychiatre;14;male;null;True;null;entry-level;False;True;
viadeo;France;psychiatre;15;female;null;null;36.0;senior1-level;False;True;
viadeo;France;psychiatre;16;male;null;null;null;senior2-level;False;True;
viadeo;France;psychiatre;17;male;null;False;null;senior2-level;False;True;
viadeo;France;psychiatre;18;female;null;null;null;senior2-level;False;True;
viadeo;France;psychiatre;19;unknown;null;False;72.0;senior2-level;False;True;
viadeo;France;psychologue;0;unknown;null;True;null;entry-level;False;True;
viadeo;France;psychologue;1;unknown;null;False;null;null;False;True;
viadeo;France;psychologue;2;unknown;null;True;null;senior2-level;False;True;
viadeo;France;psychologue;3;unknown;null;null;null;senior1-level;False;True;
viadeo;France;psychologue;4;unknown;null;False;null;entry-level;False;True;
viadeo;France;psychologue;5;unknown;null;null;32.0;senior2-level;False;True;
viadeo;France;psychologue;6;female;null;null;62.0;senior2-level;False;True;
viadeo;France;psychologue;7;male;null;null;27.0;senior2-level;False;True;
viadeo;France;psychologue;8;female;null;null;48.0;senior2-level;False;True;
viadeo;France;psychologue;9;female;null;null;34.0;senior2-level;False;True;
viadeo;France;psychologue;10;unknown;null;null;null;null;False;True;
viadeo;France;psychologue;11;male;null;null;58.0;entry-level;True;True;
viadeo;France;psychologue;12;female;null;null;48.0;senior2-level;True;True;
viadeo;France;psychologue;13;female;null;null;48.0;null;True;True;
viadeo;France;psychologue;14;female;null;null;null;senior2-level;True;True;
viadeo;France;psychologue;15;female;null;null;30.0;senior1-level;True;True;
viadeo;France;psychologue;16;female;null;True;46.0;senior2-level;True;True;
viadeo;France;psychologue;17;female;null;null;31.0;senior2-level;True;True;
viadeo;France;psychologue;18;male;null;null;36.0;senior2-level;False;True;
viadeo;France;psychologue;19;female;null;null;34.0;senior2-level;True;True;
viadeo;France;radiographe;0;unknown;null;null;60.0;senior1-level;False;True;
viadeo;France;radiographe;1;female;null;null;null;senior2-level;False;True;
viadeo;France;radiographe;2;female;null;True;null;senior2-level;False;True;
viadeo;France;radiographe;3;male;null;null;null;senior1-level;False;True;
viadeo;France;radiographe;4;female;null;null;26.0;senior2-level;False;True;
viadeo;France;radiographe;5;male;null;False;null;senior2-level;False;True;
viadeo;France;radiographe;6;male;null;null;null;senior2-level;False;True;
viadeo;France;radiographe;7;male;null;False;37.0;senior2-level;False;True;
viadeo;France;radiographe;8;female;null;null;34.0;senior2-level;False;True;
viadeo;France;radiographe;9;male;null;null;null;senior1-level;False;True;
viadeo;France;réceptionniste;0;female;null;null;50.0;senior2-level;False;True;
viadeo;France;réceptionniste;1;female;null;null;28.0;senior1-level;False;True;
viadeo;France;réceptionniste;2;female;null;False;37.0;senior2-level;False;True;
viadeo;France;réceptionniste;3;female;null;null;30.0;senior2-level;False;True;
viadeo;France;réceptionniste;4;female;null;null;33.0;senior1-level;False;True;
viadeo;France;réceptionniste;5;female;null;False;29.0;senior2-level;False;True;
viadeo;France;réceptionniste;6;female;null;True;44.0;senior2-level;False;True;
viadeo;France;réceptionniste;7;female;null;null;28.0;senior2-level;False;True;
viadeo;France;réceptionniste;8;male;null;null;29.0;senior1-level;False;True;
viadeo;France;réceptionniste;9;female;null;null;33.0;senior2-level;False;True;
viadeo;France;réceptionniste;10;male;null;null;29.0;senior1-level;False;True;
viadeo;France;réceptionniste;11;male;null;null;30.0;senior1-level;False;True;
viadeo;France;réceptionniste;12;male;null;null;41.0;senior2-level;False;True;
viadeo;France;réceptionniste;13;female;null;null;37.0;senior2-level;False;True;
viadeo;France;réceptionniste;14;female;null;null;29.0;senior2-level;False;True;
viadeo;France;réceptionniste;15;male;null;null;41.0;senior2-level;False;True;
viadeo;France;réceptionniste;16;female;null;null;24.0;senior1-level;False;True;
viadeo;France;réceptionniste;17;female;null;True;null;senior2-level;False;True;
viadeo;France;réceptionniste;18;female;null;null;28.0;senior2-level;False;True;
viadeo;France;réceptionniste;19;male;null;True;36.0;senior2-level;False;True;
viadeo;France;recruteur;0;unknown;null;null;null;senior1-level;True;True;
viadeo;France;recruteur;1;unknown;null;False;null;senior2-level;True;True;
viadeo;France;recruteur;2;unknown;null;True;null;senior2-level;False;True;
viadeo;France;recruteur;3;unknown;null;True;35.0;senior2-level;False;True;
viadeo;France;recruteur;4;unknown;null;False;null;senior2-level;False;True;
viadeo;France;recruteur;5;unknown;null;False;null;senior1-level;False;True;
viadeo;France;recruteur;6;unknown;null;False;null;mid-level;False;True;
viadeo;France;recruteur;7;unknown;null;True;null;senior2-level;False;True;
viadeo;France;recruteur;8;unknown;null;False;null;senior2-level;False;True;
viadeo;France;recruteur;9;unknown;null;False;null;senior2-level;False;True;
viadeo;France;recruteur;10;unknown;null;null;null;senior2-level;False;True;
viadeo;France;recruteur;11;unknown;null;False;null;senior2-level;False;True;
viadeo;France;recruteur;12;unknown;null;True;null;senior2-level;False;True;
viadeo;France;recruteur;13;unknown;null;null;null;senior1-level;False;True;
viadeo;France;recruteur;14;unknown;null;False;41.0;senior2-level;False;True;
viadeo;France;recruteur;15;unknown;null;null;null;senior2-level;False;True;
viadeo;France;recruteur;16;unknown;null;True;27.0;mid-level;False;True;
viadeo;France;recruteur;17;unknown;null;True;null;senior1-level;False;True;
viadeo;France;recruteur;18;unknown;null;True;null;senior2-level;False;True;
viadeo;France;recruteur;19;unknown;null;True;37.0;senior2-level;False;True;
viadeo;France;reporter;0;unknown;null;True;null;entry-level;False;True;
viadeo;France;reporter;1;unknown;null;False;null;mid-level;False;True;
viadeo;France;reporter;2;unknown;null;null;null;senior2-level;False;True;
viadeo;France;reporter;3;female;null;null;47.0;senior2-level;True;True;
viadeo;France;reporter;4;male;null;True;42.0;senior2-level;False;True;
viadeo;France;reporter;5;male;null;null;28.0;senior2-level;False;True;
viadeo;France;reporter;6;male;null;null;null;senior2-level;False;True;
viadeo;France;reporter;7;female;null;False;28.0;senior2-level;False;True;
viadeo;France;reporter;8;female;null;True;38.0;senior2-level;False;True;
viadeo;France;reporter;9;male;null;null;null;senior2-level;False;True;
viadeo;France;reporter;10;female;null;null;null;senior1-level;False;True;
viadeo;France;reporter;11;female;null;null;39.0;entry-level;False;True;
viadeo;France;reporter;12;unknown;null;null;33.0;senior1-level;False;True;
viadeo;France;reporter;13;female;null;False;28.0;entry-level;False;True;
viadeo;France;reporter;14;male;null;null;null;senior2-level;False;True;
viadeo;France;reporter;15;male;null;null;null;senior1-level;False;True;
viadeo;France;reporter;16;female;null;False;70.0;senior2-level;False;True;
viadeo;France;reporter;17;female;null;null;33.0;senior2-level;False;True;
viadeo;France;reporter;18;female;null;False;null;senior1-level;False;True;
viadeo;France;reporter;19;female;null;null;43.0;senior2-level;False;True;
viadeo;France;scientifique;0;unknown;null;True;null;senior2-level;False;True;
viadeo;France;scientifique;1;unknown;null;True;null;senior2-level;False;True;
viadeo;France;scientifique;2;unknown;null;True;null;senior2-level;False;True;
viadeo;France;scientifique;3;male;null;null;36.0;senior2-level;False;True;
viadeo;France;scientifique;4;unknown;null;True;40.0;senior2-level;False;True;
viadeo;France;scientifique;5;female;null;null;27.0;mid-level;False;True;
viadeo;France;scientifique;6;male;null;null;31.0;senior1-level;False;True;
viadeo;France;scientifique;7;female;null;null;null;senior2-level;False;True;
viadeo;France;scientifique;8;female;null;null;30.0;mid-level;False;True;
viadeo;France;scientifique;9;female;null;null;46.0;senior2-level;False;True;
viadeo;France;scientifique;10;female;null;null;31.0;senior2-level;False;True;
viadeo;France;scientifique;11;unknown;null;True;null;senior1-level;False;True;
viadeo;France;scientifique;12;female;null;False;30.0;entry-level;False;True;
viadeo;France;scientifique;13;male;null;null;null;senior2-level;False;True;
viadeo;France;scientifique;14;male;null;null;44.0;senior2-level;False;True;
viadeo;France;scientifique;15;female;null;null;null;senior2-level;False;True;
viadeo;France;scientifique;16;male;null;null;null;senior2-level;False;True;
viadeo;France;scientifique;17;unknown;null;null;44.0;senior2-level;False;True;
viadeo;France;secrétaire;0;unknown;null;null;null;senior2-level;False;True;
viadeo;France;secrétaire;1;female;null;False;60.0;senior2-level;False;True;
viadeo;France;secrétaire;2;female;null;null;32.0;senior1-level;False;True;
viadeo;France;secrétaire;3;female;null;null;40.0;senior2-level;False;True;
viadeo;France;secrétaire;4;female;null;False;48.0;mid-level;False;True;
viadeo;France;secrétaire;5;female;null;null;39.0;senior2-level;False;True;
viadeo;France;secrétaire;6;female;null;null;48.0;senior2-level;True;True;
viadeo;France;secrétaire;7;female;null;null;null;senior2-level;True;True;
viadeo;France;secrétaire;8;unknown;null;True;null;mid-level;True;True;
viadeo;France;secrétaire;9;female;null;True;null;senior1-level;True;True;
viadeo;France;secrétaire;10;female;null;null;null;senior2-level;True;True;
viadeo;France;secrétaire;11;female;null;null;40.0;senior2-level;False;True;
viadeo;France;secrétaire;12;female;null;True;29.0;senior2-level;False;True;
viadeo;France;secrétaire;13;female;null;null;55.0;senior2-level;False;True;
viadeo;France;secrétaire;14;unknown;null;True;41.0;senior2-level;False;True;
viadeo;France;secrétaire;15;female;null;null;62.0;senior2-level;False;True;
viadeo;France;secrétaire;16;female;null;False;36.0;senior2-level;False;True;
viadeo;France;traducteur;0;unknown;null;null;null;entry-level;False;True;
viadeo;France;traducteur;1;unknown;null;True;null;senior2-level;False;True;
viadeo;France;traducteur;2;unknown;null;True;null;senior1-level;False;True;
viadeo;France;traducteur;3;unknown;null;null;null;senior2-level;False;True;
viadeo;France;traducteur;4;unknown;null;True;37.0;senior2-level;False;True;
viadeo;France;traducteur;5;unknown;null;null;null;senior1-level;False;True;
viadeo;France;traducteur;6;unknown;null;null;null;senior2-level;False;True;
viadeo;France;traducteur;7;female;null;null;null;null;False;True;
viadeo;France;traducteur;8;female;null;null;64.0;senior2-level;True;True;
viadeo;France;traducteur;9;female;null;null;null;senior2-level;True;True;
viadeo;France;traducteur;10;unknown;null;True;54.0;senior2-level;True;True;
viadeo;France;traducteur;11;female;null;True;44.0;entry-level;True;True;
viadeo;France;traducteur;12;unknown;null;True;60.0;senior2-level;True;True;
viadeo;France;traducteur;13;female;null;null;null;senior2-level;True;True;
viadeo;France;traducteur;14;female;null;True;51.0;senior2-level;False;True;
viadeo;France;traducteur;15;female;null;null;46.0;senior2-level;False;True;
viadeo;France;traducteur;16;female;null;True;41.0;entry-level;False;True;
viadeo;France;traducteur;17;female;null;null;35.0;senior2-level;False;True;
viadeo;France;traducteur;18;female;null;False;34.0;senior2-level;False;True;
viadeo;France;traducteur;19;unknown;null;True;43.0;senior2-level;False;True;
viadeo;France;vendeur;0;unknown;null;null;null;senior2-level;True;True;
viadeo;France;vendeur;1;male;null;null;null;senior2-level;True;True;
viadeo;France;vendeur;2;female;null;True;21.0;mid-level;True;True;
viadeo;France;vendeur;3;female;null;null;null;senior2-level;True;True;
viadeo;France;vendeur;4;male;null;True;27.0;senior2-level;False;True;
viadeo;France;vendeur;5;unknown;null;null;36.0;senior2-level;False;True;
viadeo;France;vendeur;6;male;null;True;null;senior2-level;False;True;
viadeo;France;vendeur;7;male;null;True;null;senior2-level;False;True;
