source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo
linkedin;United Kigndom;mechanic;21;unknown;null;True;36.0;mid-level;False;False
linkedin;United Kigndom;mechanic;22;male;null;False;null;entry-level;False;True
linkedin;United Kigndom;mechanic;23;male;null;False;48.0;senior2-level;False;True
linkedin;United Kigndom;mechanic;24;unknown;null;True;31.0;mid-level;False;True
linkedin;United Kigndom;nurse;0;female;null;False;33.0;mid-level;False;False
linkedin;United Kigndom;nurse;1;female;null;False;null;senior1-level;False;True
linkedin;United Kigndom;nurse;2;female;null;False;null;senior2-level;False;True
linkedin;United Kigndom;nurse;3;female;null;False;null;entry-level;False;True
linkedin;United Kigndom;nurse;4;female;null;False;26.0;senior1-level;False;False
linkedin;United Kigndom;nurse;5;female;null;True;43.0;senior2-level;False;False
linkedin;United Kigndom;nurse;6;male;null;True;28.0;senior2-level;False;False
linkedin;United Kigndom;nurse;7;female;null;False;24.0;senior2-level;False;True
linkedin;United Kigndom;nurse;8;unknown;null;True;30.0;senior1-level;False;True
linkedin;United Kigndom;nurse;9;unknown;null;True;null;entry-level;False;False
linkedin;United Kigndom;nurse;10;female;null;False;32.0;mid-level;False;False
linkedin;United Kigndom;nurse;11;female;null;True;null;senior2-level;False;False
linkedin;United Kigndom;nurse;12;male;null;False;47.0;senior2-level;False;False
linkedin;United Kigndom;nurse;13;unknown;null;True;56.0;senior2-level;False;True
linkedin;United Kigndom;nurse;14;female;null;False;null;senior2-level;False;False
linkedin;United Kigndom;nurse;15;male;null;True;null;senior2-level;False;False
linkedin;United Kigndom;nurse;16;female;null;True;32.0;mid-level;False;False
linkedin;United Kigndom;nurse;17;female;null;False;35.0;senior2-level;False;False
linkedin;United Kigndom;nurse;18;female;null;null;27.0;senior2-level;False;False
linkedin;United Kigndom;nurse;19;female;null;True;29.0;senior2-level;False;False
linkedin;United Kigndom;nurse;20;female;null;False;null;senior2-level;False;True
linkedin;United Kigndom;nurse;21;female;null;False;29.0;senior2-level;False;False
linkedin;United Kigndom;nurse;22;male;null;True;21.0;mid-level;False;False
linkedin;United Kigndom;nurse;23;female;null;True;null;senior1-level;False;False
linkedin;United Kigndom;nurse;24;female;null;True;31.0;mid-level;False;False
linkedin;United Kigndom;pharmacist;0;male;null;False;32.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;1;female;null;True;26.0;senior1-level;False;True
linkedin;United Kigndom;pharmacist;2;male;null;False;25.0;senior2-level;False;True
linkedin;United Kigndom;pharmacist;3;female;null;False;28.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;4;female;null;True;43.0;senior2-level;False;False
linkedin;United Kigndom;pharmacist;5;female;null;True;null;entry-level;False;True
linkedin;United Kigndom;pharmacist;6;unknown;null;True;29.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;7;female;null;null;31.0;senior2-level;False;False
linkedin;United Kigndom;pharmacist;8;male;null;True;32.0;mid-level;False;True
linkedin;United Kigndom;pharmacist;9;unknown;null;True;25.0;entry-level;False;True
linkedin;United Kigndom;pharmacist;10;unknown;null;True;28.0;mid-level;False;False
linkedin;United Kigndom;pharmacist;11;female;null;True;30.0;mid-level;False;True
linkedin;United Kigndom;pharmacist;12;male;null;True;27.0;mid-level;False;True
linkedin;United Kigndom;pharmacist;13;male;null;True;20.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;14;male;null;False;26.0;mid-level;False;True
linkedin;United Kigndom;pharmacist;15;unknown;null;False;31.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;16;female;null;True;25.0;entry-level;False;False
linkedin;United Kigndom;pharmacist;17;female;null;False;28.0;entry-level;False;False
linkedin;United Kigndom;pharmacist;18;female;null;True;29.0;mid-level;False;True
linkedin;United Kigndom;pharmacist;19;female;null;True;31.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;20;female;null;True;28.0;senior1-level;False;False
linkedin;United Kigndom;pharmacist;21;male;null;True;null;senior1-level;False;False
linkedin;United Kigndom;pharmacist;22;female;null;False;null;senior1-level;False;True
linkedin;United Kigndom;pharmacist;23;female;null;True;29.0;senior1-level;False;True
linkedin;United Kigndom;pharmacist;24;female;null;True;28.0;mid-level;False;False
linkedin;United Kigndom;photographer;0;male;null;False;null;senior1-level;False;True
linkedin;United Kigndom;photographer;1;female;null;False;26.0;mid-level;False;False
linkedin;United Kigndom;photographer;2;female;null;True;47.0;senior2-level;False;True
linkedin;United Kigndom;photographer;3;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;photographer;4;female;null;True;24.0;mid-level;False;False
linkedin;United Kigndom;photographer;5;unknown;null;False;22.0;entry-level;False;True
linkedin;United Kigndom;photographer;6;unknown;null;True;24.0;senior1-level;False;True
linkedin;United Kigndom;photographer;7;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;photographer;8;female;null;True;30.0;senior2-level;False;True
linkedin;United Kigndom;photographer;9;male;null;False;56.0;senior2-level;False;False
linkedin;United Kigndom;photographer;10;female;null;False;36.0;senior2-level;False;True
linkedin;United Kigndom;photographer;11;male;null;False;39.0;senior2-level;False;True
linkedin;United Kigndom;photographer;12;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;photographer;13;female;null;False;null;senior2-level;True;True
linkedin;United Kigndom;photographer;14;male;null;False;24.0;mid-level;False;False
linkedin;United Kigndom;photographer;15;male;null;False;26.0;senior1-level;False;False
linkedin;United Kigndom;photographer;16;female;null;True;29.0;senior1-level;False;False
linkedin;United Kigndom;photographer;17;male;null;True;31.0;senior2-level;False;True
linkedin;United Kigndom;photographer;18;female;null;False;26.0;senior1-level;True;False
linkedin;United Kigndom;photographer;19;male;null;False;41.0;senior2-level;False;True
linkedin;United Kigndom;photographer;20;female;null;False;45.0;senior2-level;False;True
linkedin;United Kigndom;photographer;21;male;null;False;23.0;senior2-level;False;True
linkedin;United Kigndom;photographer;22;female;null;False;null;entry-level;False;True
linkedin;United Kigndom;photographer;23;male;null;False;34.0;senior2-level;False;False
linkedin;United Kigndom;photographer;24;male;null;False;41.0;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;0;female;null;null;33.0;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;1;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;2;female;null;null;29.0;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;3;male;null;null;35.0;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;4;female;null;null;28.0;senior1-level;False;True
linkedin;United Kigndom;physiotherapist;5;male;null;null;null;mid-level;False;False
linkedin;United Kigndom;physiotherapist;6;female;null;null;29.0;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;7;female;null;null;54.0;senior2-level;False;True
linkedin;United Kigndom;physiotherapist;8;female;null;null;31.0;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;9;female;null;null;null;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;10;male;null;null;26.0;mid-level;False;True
linkedin;United Kigndom;physiotherapist;11;male;null;null;27.0;mid-level;False;False
linkedin;United Kigndom;physiotherapist;12;female;null;null;43.0;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;13;male;null;null;22.0;senior1-level;False;True
linkedin;United Kigndom;physiotherapist;14;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;15;female;null;null;27.0;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;16;male;null;null;37.0;senior2-level;False;True
linkedin;United Kigndom;physiotherapist;17;male;null;null;49.0;senior2-level;False;True
linkedin;United Kigndom;physiotherapist;18;female;null;null;34.0;senior2-level;False;False
linkedin;United Kigndom;physiotherapist;19;female;null;null;33.0;senior2-level;False;True
linkedin;United Kigndom;physiotherapist;20;male;null;null;41.0;senior1-level;False;True
linkedin;United Kigndom;physiotherapist;21;male;null;null;21.0;senior2-level;False;True
linkedin;United Kigndom;physiotherapist;22;female;null;null;28.0;senior1-level;False;False
linkedin;United Kigndom;physiotherapist;23;male;null;null;27.0;entry-level;False;False
linkedin;United Kigndom;physiotherapist;24;female;null;null;28.0;mid-level;False;False
linkedin;United Kigndom;pilot;0;male;null;False;null;senior1-level;False;True
linkedin;United Kigndom;pilot;1;male;null;False;37.0;senior1-level;False;False
linkedin;United Kigndom;pilot;2;male;null;False;32.0;senior1-level;False;False
linkedin;United Kigndom;pilot;3;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;pilot;4;male;null;True;32.0;mid-level;False;False
linkedin;United Kigndom;pilot;5;male;null;False;34.0;senior1-level;False;False
linkedin;United Kigndom;pilot;6;male;null;False;36.0;senior2-level;False;False
linkedin;United Kigndom;pilot;7;male;null;False;67.0;senior2-level;False;True
linkedin;United Kigndom;pilot;8;male;null;False;38.0;senior1-level;False;False
linkedin;United Kigndom;pilot;9;male;null;False;28.0;senior1-level;False;False
linkedin;United Kigndom;pilot;10;male;null;False;30.0;senior2-level;False;True
linkedin;United Kigndom;pilot;11;male;null;False;27.0;senior1-level;False;False
linkedin;United Kigndom;pilot;12;male;null;True;48.0;senior2-level;False;True
linkedin;United Kigndom;pilot;13;male;null;True;28.0;senior1-level;False;False
linkedin;United Kigndom;pilot;14;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;pilot;15;male;null;False;null;senior2-level;False;True
linkedin;United Kigndom;pilot;16;male;null;True;41.0;senior2-level;False;False
linkedin;United Kigndom;pilot;17;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;pilot;18;unknown;null;True;38.0;senior2-level;False;False
linkedin;United Kigndom;pilot;19;male;null;False;35.0;mid-level;False;False
linkedin;United Kigndom;pilot;20;male;null;False;34.0;senior1-level;False;True
linkedin;United Kigndom;pilot;21;male;null;False;34.0;senior1-level;False;True
linkedin;United Kigndom;pilot;22;male;null;False;null;senior2-level;False;False
linkedin;United Kigndom;pilot;23;unknown;null;True;24.0;senior2-level;False;True
linkedin;United Kigndom;pilot;24;male;null;True;30.0;senior2-level;False;False
linkedin;United Kigndom;plumber;0;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;plumber;1;unknown;null;null;null;entry-level;False;True
linkedin;United Kigndom;plumber;2;unknown;null;null;null;entry-level;False;False
linkedin;United Kigndom;plumber;3;unknown;null;null;25.0;senior1-level;False;False
linkedin;United Kigndom;plumber;4;unknown;null;null;null;entry-level;False;True
linkedin;United Kigndom;plumber;5;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;plumber;6;male;null;null;33.0;senior1-level;False;True
linkedin;United Kigndom;plumber;7;unknown;null;null;null;entry-level;False;True
linkedin;United Kigndom;plumber;8;male;null;null;37.0;senior2-level;False;False
linkedin;United Kigndom;plumber;9;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;plumber;10;male;null;null;19.0;entry-level;False;True
linkedin;United Kigndom;plumber;11;male;null;null;36.0;senior2-level;False;True
linkedin;United Kigndom;plumber;12;male;null;null;29.0;senior2-level;False;False
linkedin;United Kigndom;plumber;13;unknown;null;null;null;null;False;False
linkedin;United Kigndom;plumber;14;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;plumber;15;female;null;null;null;entry-level;False;True
linkedin;United Kigndom;plumber;16;male;null;null;62.0;entry-level;False;False
linkedin;United Kigndom;plumber;17;male;null;null;21.0;mid-level;False;False
linkedin;United Kigndom;plumber;18;unknown;null;null;null;entry-level;False;False
linkedin;United Kigndom;plumber;19;male;null;null;41.0;senior2-level;False;False
linkedin;United Kigndom;plumber;20;male;null;null;44.0;senior1-level;False;False
linkedin;United Kigndom;plumber;21;male;null;null;33.0;senior2-level;False;False
linkedin;United Kigndom;plumber;22;unknown;null;null;null;mid-level;False;False
linkedin;United Kigndom;plumber;23;female;null;null;49.0;senior2-level;False;False
linkedin;United Kigndom;plumber;24;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;postman;0;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;postman;1;male;null;null;32.0;entry-level;False;True
linkedin;United Kigndom;postman;2;male;null;null;25.0;senior1-level;False;False
linkedin;United Kigndom;postman;3;male;null;null;71.0;senior2-level;False;False
linkedin;United Kigndom;postman;4;male;null;null;33.0;senior1-level;False;True
linkedin;United Kigndom;postman;5;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;postman;6;male;null;null;46.0;mid-level;False;False
linkedin;United Kigndom;postman;7;male;null;null;31.0;entry-level;False;False
linkedin;United Kigndom;postman;8;male;null;null;54.0;mid-level;False;False
linkedin;United Kigndom;postman;9;unknown;null;null;36.0;entry-level;False;False
linkedin;United Kigndom;postman;10;female;null;null;null;entry-level;False;False
linkedin;United Kigndom;postman;11;male;null;null;55.0;senior2-level;False;True
linkedin;United Kigndom;postman;12;female;null;null;34.0;senior2-level;False;False
linkedin;United Kigndom;postman;13;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;postman;14;male;null;null;null;entry-level;False;True
linkedin;United Kigndom;postman;15;male;null;null;67.0;senior2-level;False;False
linkedin;United Kigndom;postman;16;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;postman;17;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;postman;18;male;null;null;21.0;senior2-level;False;True
linkedin;United Kigndom;postman;19;male;null;null;44.0;senior2-level;False;False
linkedin;United Kigndom;postman;20;male;null;null;40.0;senior2-level;False;True
linkedin;United Kigndom;postman;21;male;null;null;49.0;mid-level;False;False
linkedin;United Kigndom;postman;22;male;null;null;53.0;senior2-level;False;True
linkedin;United Kigndom;postman;23;male;null;null;46.0;senior2-level;False;True
linkedin;United Kigndom;postman;24;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;0;male;null;null;41.0;senior1-level;False;False
linkedin;United Kigndom;psychiatrist;1;male;null;null;null;entry-level;True;True
linkedin;United Kigndom;psychiatrist;2;female;null;null;null;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;3;male;null;null;40.0;mid-level;False;False
linkedin;United Kigndom;psychiatrist;4;female;null;null;29.0;senior1-level;False;True
linkedin;United Kigndom;psychiatrist;5;unknown;null;null;null;null;False;False
linkedin;United Kigndom;psychiatrist;6;unknown;null;null;41.0;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;7;male;null;null;46.0;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;8;unknown;null;null;33.0;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;9;unknown;null;null;38.0;mid-level;False;True
linkedin;United Kigndom;psychiatrist;10;female;null;null;33.0;entry-level;False;True
linkedin;United Kigndom;psychiatrist;11;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;12;female;null;null;36.0;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;13;female;null;null;null;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;14;male;null;null;42.0;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;15;female;null;null;null;mid-level;False;False
linkedin;United Kigndom;psychiatrist;16;unknown;null;null;23.0;mid-level;False;True
linkedin;United Kigndom;psychiatrist;17;female;null;null;44.0;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;18;unknown;null;null;57.0;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;19;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;20;female;null;null;null;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;21;male;null;null;35.0;senior1-level;False;False
linkedin;United Kigndom;psychiatrist;22;unknown;null;null;44.0;senior2-level;False;False
linkedin;United Kigndom;psychiatrist;23;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;psychiatrist;24;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;psychologist;0;female;null;False;54.0;senior2-level;False;False
linkedin;United Kigndom;psychologist;1;female;null;False;46.0;entry-level;False;False
linkedin;United Kigndom;psychologist;2;female;null;False;29.0;senior2-level;True;True
linkedin;United Kigndom;psychologist;3;female;null;False;43.0;senior2-level;False;False
linkedin;United Kigndom;psychologist;4;female;null;True;40.0;senior1-level;False;True
linkedin;United Kigndom;psychologist;5;female;null;True;36.0;senior1-level;False;True
linkedin;United Kigndom;psychologist;6;female;null;True;33.0;mid-level;False;False
linkedin;United Kigndom;psychologist;7;female;null;True;26.0;senior1-level;False;True
linkedin;United Kigndom;psychologist;8;female;null;False;29.0;mid-level;False;False
linkedin;United Kigndom;psychologist;9;female;null;True;32.0;senior2-level;False;False
linkedin;United Kigndom;psychologist;10;unknown;null;True;34.0;senior1-level;True;False
linkedin;United Kigndom;psychologist;11;unknown;null;False;29.0;mid-level;False;True
linkedin;United Kigndom;psychologist;12;female;null;True;30.0;entry-level;False;True
linkedin;United Kigndom;psychologist;13;female;null;False;38.0;mid-level;True;True
linkedin;United Kigndom;psychologist;14;female;null;False;31.0;senior2-level;True;True
linkedin;United Kigndom;psychologist;15;female;null;True;30.0;mid-level;False;False
linkedin;United Kigndom;psychologist;16;female;null;True;26.0;mid-level;False;False
linkedin;United Kigndom;psychologist;17;female;null;True;41.0;mid-level;False;False
linkedin;United Kigndom;psychologist;18;female;null;True;36.0;senior2-level;False;True
linkedin;United Kigndom;psychologist;19;female;null;False;36.0;mid-level;False;True
linkedin;United Kigndom;psychologist;20;female;null;True;30.0;senior1-level;False;True
linkedin;United Kigndom;psychologist;21;female;null;True;50.0;senior2-level;False;False
linkedin;United Kigndom;psychologist;22;female;null;False;null;senior1-level;False;True
linkedin;United Kigndom;psychologist;23;female;null;False;23.0;mid-level;False;True
linkedin;United Kigndom;psychologist;24;unknown;null;null;null;null;False;True
linkedin;United Kigndom;radiographer;0;male;null;null;26.0;senior1-level;False;False
linkedin;United Kigndom;radiographer;1;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;radiographer;2;female;null;null;34.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;3;female;null;null;39.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;4;female;null;null;32.0;senior1-level;False;False
linkedin;United Kigndom;radiographer;5;female;null;null;32.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;6;unknown;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;radiographer;7;female;null;null;30.0;mid-level;False;False
linkedin;United Kigndom;radiographer;8;female;null;null;28.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;9;unknown;null;null;null;senior1-level;False;False
linkedin;United Kigndom;radiographer;10;female;null;null;34.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;11;unknown;null;null;null;senior2-level;False;False
linkedin;United Kigndom;radiographer;12;female;null;null;30.0;entry-level;False;False
linkedin;United Kigndom;radiographer;13;unknown;null;null;33.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;14;female;null;null;null;senior1-level;False;False
linkedin;United Kigndom;radiographer;15;male;null;null;35.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;16;unknown;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;radiographer;17;male;null;null;33.0;senior1-level;False;False
linkedin;United Kigndom;radiographer;18;unknown;null;null;33.0;senior2-level;False;False
linkedin;United Kigndom;radiographer;19;male;null;null;34.0;mid-level;False;False
linkedin;United Kigndom;radiographer;20;unknown;null;null;27.0;entry-level;False;True
linkedin;United Kigndom;radiographer;21;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;radiographer;22;female;null;null;null;mid-level;False;True
linkedin;United Kigndom;radiographer;23;female;null;null;null;senior2-level;False;False
linkedin;United Kigndom;radiographer;24;unknown;null;null;25.0;entry-level;False;False
linkedin;United Kigndom;recruiter;0;female;null;null;35.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;1;female;null;null;29.0;senior1-level;True;True
linkedin;United Kigndom;recruiter;2;female;null;null;45.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;3;female;null;null;null;senior1-level;True;True
linkedin;United Kigndom;recruiter;4;female;null;null;34.0;senior2-level;False;True
linkedin;United Kigndom;recruiter;5;female;null;null;33.0;senior2-level;False;True
linkedin;United Kigndom;recruiter;6;female;null;null;null;senior2-level;False;False
linkedin;United Kigndom;recruiter;7;female;null;null;null;mid-level;True;True
linkedin;United Kigndom;recruiter;8;male;null;null;37.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;9;female;null;null;null;senior2-level;True;False
linkedin;United Kigndom;recruiter;10;female;null;null;30.0;senior1-level;True;True
linkedin;United Kigndom;recruiter;11;male;null;null;27.0;senior1-level;True;False
linkedin;United Kigndom;recruiter;12;female;null;null;28.0;senior1-level;True;True
linkedin;United Kigndom;recruiter;13;female;null;null;31.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;14;female;null;null;37.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;15;female;null;null;null;senior2-level;True;True
linkedin;United Kigndom;recruiter;16;unknown;null;null;45.0;senior2-level;True;True
linkedin;United Kigndom;recruiter;17;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;recruiter;18;female;null;null;38.0;senior1-level;False;True
linkedin;United Kigndom;recruiter;19;female;null;null;null;senior1-level;True;True
linkedin;United Kigndom;recruiter;20;female;null;null;33.0;senior1-level;True;False
linkedin;United Kigndom;recruiter;21;female;null;null;36.0;senior1-level;True;True
linkedin;United Kigndom;recruiter;22;unknown;null;null;null;mid-level;False;True
linkedin;United Kigndom;recruiter;23;unknown;null;null;21.0;senior1-level;True;True
linkedin;United Kigndom;recruiter;24;female;null;null;42.0;senior2-level;True;True
linkedin;United Kigndom;reporter;0;female;null;null;33.0;senior2-level;False;True
linkedin;United Kigndom;reporter;1;male;null;null;30.0;senior1-level;True;True
linkedin;United Kigndom;reporter;2;male;null;null;31.0;senior2-level;False;True
linkedin;United Kigndom;reporter;3;female;null;null;36.0;senior2-level;False;False
linkedin;United Kigndom;reporter;4;female;null;null;36.0;senior2-level;True;True
linkedin;United Kigndom;reporter;5;male;null;null;27.0;mid-level;False;True
linkedin;United Kigndom;reporter;6;male;null;null;34.0;senior2-level;False;True
linkedin;United Kigndom;reporter;7;female;null;null;29.0;senior2-level;False;True
linkedin;United Kigndom;reporter;8;unknown;null;null;28.0;senior1-level;True;True
linkedin;United Kigndom;reporter;9;female;null;null;29.0;senior1-level;False;True
linkedin;United Kigndom;reporter;10;female;null;null;null;senior1-level;True;False
linkedin;United Kigndom;reporter;11;male;null;null;33.0;senior1-level;False;False
linkedin;United Kigndom;reporter;12;female;null;null;23.0;mid-level;False;False
linkedin;United Kigndom;reporter;13;male;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;reporter;14;male;null;null;null;mid-level;False;True
linkedin;United Kigndom;reporter;15;female;null;null;37.0;senior2-level;True;True
linkedin;United Kigndom;reporter;16;male;null;null;33.0;entry-level;False;True
linkedin;United Kigndom;reporter;17;female;null;null;23.0;mid-level;True;False
linkedin;United Kigndom;reporter;18;male;null;null;21.0;entry-level;False;True
linkedin;United Kigndom;reporter;19;female;null;null;30.0;senior1-level;False;True
linkedin;United Kigndom;reporter;20;female;null;null;25.0;senior1-level;False;False
linkedin;United Kigndom;reporter;21;male;null;null;32.0;senior2-level;False;False
linkedin;United Kigndom;reporter;22;male;null;null;35.0;senior2-level;False;True
linkedin;United Kigndom;reporter;23;female;null;null;46.0;entry-level;False;True
linkedin;United Kigndom;reporter;24;male;null;null;31.0;senior1-level;True;False
linkedin;United Kigndom;salesman;0;male;null;null;30.0;senior1-level;False;False
linkedin;United Kigndom;salesman;1;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;salesman;2;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;salesman;3;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;salesman;4;unknown;null;null;null;senior1-level;False;False
linkedin;United Kigndom;salesman;5;female;null;null;23.0;entry-level;False;True
linkedin;United Kigndom;salesman;6;male;null;null;29.0;senior1-level;False;True
linkedin;United Kigndom;salesman;7;male;null;null;28.0;entry-level;False;False
linkedin;United Kigndom;salesman;8;unknown;null;null;null;senior2-level;False;True
linkedin;United Kigndom;salesman;9;male;null;null;null;mid-level;False;True
linkedin;United Kigndom;salesman;10;unknown;null;null;null;entry-level;False;True
linkedin;United Kigndom;salesman;11;male;null;null;25.0;entry-level;False;True
linkedin;United Kigndom;salesman;12;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;salesman;13;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;salesman;14;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;salesman;15;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;salesman;16;male;null;null;46.0;senior2-level;False;True
linkedin;United Kigndom;salesman;17;male;null;null;51.0;mid-level;False;False
linkedin;United Kigndom;salesman;18;male;null;null;60.0;senior2-level;False;True
linkedin;United Kigndom;salesman;19;male;null;null;null;senior2-level;False;True
linkedin;United Kigndom;salesman;20;male;null;null;34.0;mid-level;False;True
linkedin;United Kigndom;salesman;21;male;null;null;null;entry-level;False;False
linkedin;United Kigndom;salesman;22;male;null;null;null;senior2-level;False;False
linkedin;United Kigndom;salesman;23;male;null;null;23.0;entry-level;False;False
linkedin;United Kigndom;salesman;24;male;null;null;null;senior1-level;False;False
linkedin;United Kigndom;scientist;0;female;null;False;31.0;senior2-level;False;True
linkedin;United Kigndom;scientist;1;unknown;null;True;31.0;senior2-level;False;False
linkedin;United Kigndom;scientist;2;male;null;True;33.0;mid-level;False;True
linkedin;United Kigndom;scientist;3;female;null;True;null;senior1-level;False;True
linkedin;United Kigndom;scientist;4;male;null;False;30.0;mid-level;False;False
linkedin;United Kigndom;scientist;5;unknown;null;True;29.0;senior1-level;False;True
linkedin;United Kigndom;scientist;6;male;null;True;34.0;senior1-level;False;True
linkedin;United Kigndom;scientist;7;female;null;True;27.0;senior2-level;False;True
linkedin;United Kigndom;scientist;8;male;null;True;null;senior2-level;False;False
linkedin;United Kigndom;scientist;9;male;null;False;40.0;senior2-level;False;False
linkedin;United Kigndom;scientist;10;unknown;null;True;40.0;senior2-level;False;False
linkedin;United Kigndom;scientist;11;female;null;True;32.0;senior2-level;False;True
linkedin;United Kigndom;scientist;12;male;null;True;24.0;senior1-level;False;True
linkedin;United Kigndom;scientist;13;male;null;False;34.0;senior2-level;False;True
linkedin;United Kigndom;scientist;14;male;null;False;33.0;senior2-level;False;False
linkedin;United Kigndom;scientist;15;female;null;True;26.0;senior1-level;True;True
linkedin;United Kigndom;scientist;16;male;null;True;31.0;senior1-level;False;False
linkedin;United Kigndom;scientist;17;unknown;null;False;42.0;senior2-level;False;True
linkedin;United Kigndom;scientist;18;male;null;True;34.0;mid-level;False;True
linkedin;United Kigndom;scientist;19;male;null;True;36.0;entry-level;True;True
linkedin;United Kigndom;scientist;20;male;null;True;29.0;senior1-level;False;True
linkedin;United Kigndom;scientist;21;male;null;True;43.0;mid-level;False;True
linkedin;United Kigndom;scientist;22;male;null;True;31.0;senior1-level;False;True
linkedin;United Kigndom;scientist;23;male;null;False;26.0;entry-level;False;False
linkedin;United Kigndom;scientist;24;male;null;True;null;senior1-level;False;False
linkedin;United Kigndom;secretary;0;female;null;null;null;senior1-level;False;False
linkedin;United Kigndom;secretary;1;female;null;null;null;senior2-level;False;False
linkedin;United Kigndom;secretary;2;unknown;null;null;null;mid-level;False;False
linkedin;United Kigndom;secretary;3;female;null;null;36.0;mid-level;False;False
linkedin;United Kigndom;secretary;4;male;null;null;null;entry-level;True;True
linkedin;United Kigndom;secretary;5;male;null;null;35.0;senior2-level;False;False
linkedin;United Kigndom;secretary;6;female;null;null;31.0;senior1-level;False;True
linkedin;United Kigndom;secretary;7;male;null;null;55.0;senior2-level;False;False
linkedin;United Kigndom;secretary;8;male;null;null;45.0;senior2-level;False;False
linkedin;United Kigndom;secretary;9;female;null;null;32.0;senior1-level;False;True
linkedin;United Kigndom;secretary;10;female;null;null;33.0;senior1-level;False;True
linkedin;United Kigndom;secretary;11;male;null;null;48.0;senior2-level;False;False
