source;country;speciality;#;gender;ethnicity;Is_foreigner;age;experience_level;was_awarded;has_photo;num_stars;num_reviews
top doctors;Mexico;cirugia bariatrica especialidad;5;male;hispanic-italian;False;23.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia bariatrica especialidad;7;male;hispanic;False;35.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia cardiaca;0;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia cardiaca;0;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;1;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;2;male;hispanic-arab;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia cardiaca;2;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca;3;male;german;True;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca;4;male;hispanic;False;null;null;False;True;5.0;2
top doctors;Mexico;cirugia cardiaca;5;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;6;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;7;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca;8;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;9;male;hispanic-english;False;42.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia cardiaca;10;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;11;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;12;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;13;male;greek;True;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;13;male;hispanic-french;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca;14;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia cardiaca;15;male;hispanic-italian;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca pediatrica;0;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia cardiaca pediatrica;1;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia cardiaca pediatrica;2;male;hispanic;False;null;null;False;True;5.0;1
top doctors;Mexico;cirugia de columna especialidad;0;male;hispanic;False;26.0;senior2-level;True;True;5.0;4
top doctors;Mexico;cirugia general y bariatrica;0;male;hispanic;False;41.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;1;male;hispanic;False;27.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;1;male;hispanic;False;48.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;2;male;hispanic;False;24.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;2;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia general y bariatrica;3;male;hispanic;False;49.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;3;male;chinese-hispanic;False;53.0;senior2-level;True;True;5.0;8
top doctors;Mexico;cirugia general y bariatrica;4;male;hispanic;False;33.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;4;male;hispanic;False;24.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia general y bariatrica;5;male;hispanic;False;32.0;senior2-level;False;True;5.0;1
