source;country;query;#;gender;ethnicity;Is_foreigner;age;experience_level;is_premium;has_photo
linkedin;France;plombier;19;unknown;null;True;null;senior2-level;False;True
linkedin;France;plombier;20;unknown;null;null;null;entry-level;False;False
linkedin;France;plombier;21;male;null;True;null;senior2-level;False;False
linkedin;France;plombier;22;male;null;null;50.0;senior2-level;False;True
linkedin;France;plombier;23;female;null;False;null;senior2-level;False;True
linkedin;France;plombier;24;male;null;True;32.0;senior2-level;False;True
linkedin;France;professeur;0;unknown;null;null;null;senior2-level;False;False
linkedin;France;professeur;1;male;null;True;null;senior2-level;False;True
linkedin;France;professeur;2;male;null;null;null;senior1-level;False;True
linkedin;France;professeur;3;unknown;null;null;null;entry-level;True;False
linkedin;France;professeur;4;male;null;True;25.0;senior1-level;False;False
linkedin;France;professeur;5;male;null;null;43.0;senior2-level;False;True
linkedin;France;professeur;6;male;null;null;36.0;senior1-level;True;True
linkedin;France;professeur;7;male;null;True;24.0;senior1-level;False;True
linkedin;France;professeur;8;male;null;True;null;senior1-level;False;True
linkedin;France;professeur;9;female;null;null;44.0;senior2-level;True;False
linkedin;France;professeur;10;male;null;null;73.0;senior2-level;False;True
linkedin;France;professeur;11;male;null;null;null;senior2-level;False;False
linkedin;France;professeur;12;male;null;True;43.0;senior2-level;False;True
linkedin;France;professeur;13;male;null;null;43.0;senior2-level;False;False
linkedin;France;professeur;14;male;null;True;59.0;entry-level;False;False
linkedin;France;professeur;15;male;null;null;null;senior2-level;False;True
linkedin;France;professeur;16;female;null;null;39.0;senior2-level;False;False
linkedin;France;professeur;17;unknown;null;False;null;senior2-level;False;True
linkedin;France;professeur;18;female;null;null;null;senior2-level;False;True
linkedin;France;professeur;19;male;null;False;null;senior1-level;True;False
linkedin;France;professeur;20;male;null;null;43.0;senior2-level;False;False
linkedin;France;professeur;21;male;null;null;53.0;senior2-level;False;False
linkedin;France;professeur;22;male;null;null;null;senior2-level;False;True
linkedin;France;professeur;23;male;null;null;null;senior2-level;False;False
linkedin;France;professeur;24;male;null;null;42.0;senior2-level;False;True
linkedin;France;psychiatre;0;unknown;null;True;null;senior2-level;False;False
linkedin;France;psychiatre;1;male;null;False;null;senior2-level;False;True
linkedin;France;psychiatre;2;unknown;null;True;null;senior1-level;False;False
linkedin;France;psychiatre;3;male;null;null;39.0;senior2-level;False;False
linkedin;France;psychiatre;4;unknown;null;False;null;senior2-level;True;False
linkedin;France;psychiatre;5;female;null;False;null;entry-level;False;False
linkedin;France;psychiatre;6;female;null;True;26.0;senior2-level;False;True
linkedin;France;psychiatre;7;unknown;null;True;null;entry-level;False;False
linkedin;France;psychiatre;8;male;null;False;69.0;senior2-level;False;False
linkedin;France;psychiatre;9;male;null;True;null;senior2-level;False;True
linkedin;France;psychiatre;10;male;null;null;69.0;senior2-level;False;True
linkedin;France;psychiatre;11;male;null;null;null;entry-level;False;False
linkedin;France;psychiatre;12;male;null;null;null;senior2-level;False;False
linkedin;France;psychiatre;13;male;null;null;null;senior2-level;False;False
linkedin;France;psychiatre;14;male;null;True;null;senior1-level;False;False
linkedin;France;psychiatre;15;male;null;null;40.0;senior2-level;False;False
linkedin;France;psychiatre;16;male;null;null;41.0;senior2-level;False;False
linkedin;France;psychiatre;17;male;null;null;null;senior2-level;False;False
linkedin;France;psychiatre;18;male;null;null;null;senior2-level;False;True
linkedin;France;psychiatre;19;female;null;null;32.0;senior2-level;False;True
linkedin;France;psychiatre;20;male;null;null;39.0;senior2-level;False;False
linkedin;France;psychiatre;21;male;null;null;null;entry-level;False;False
linkedin;France;psychiatre;22;female;null;null;27.0;senior2-level;False;False
linkedin;France;psychiatre;23;unknown;null;True;null;senior1-level;False;True
linkedin;France;psychiatre;24;male;null;null;69.0;senior2-level;False;True
linkedin;France;psychologue;0;unknown;null;False;null;senior2-level;True;True
linkedin;France;psychologue;1;female;null;False;null;senior2-level;False;True
linkedin;France;psychologue;2;female;null;False;25.0;senior1-level;False;False
linkedin;France;psychologue;3;female;null;null;39.0;senior2-level;False;False
linkedin;France;psychologue;4;female;null;null;24.0;senior1-level;False;False
linkedin;France;psychologue;5;female;null;null;33.0;senior2-level;False;False
linkedin;France;psychologue;6;female;null;null;26.0;senior1-level;False;False
linkedin;France;psychologue;7;female;null;False;null;senior2-level;False;True
linkedin;France;psychologue;8;female;null;null;72.0;senior2-level;False;True
linkedin;France;psychologue;9;male;null;null;20.0;senior2-level;False;True
linkedin;France;psychologue;10;unknown;null;False;24.0;senior2-level;False;False
linkedin;France;psychologue;11;male;null;null;29.0;mid-level;False;True
linkedin;France;psychologue;12;male;null;True;31.0;senior2-level;True;True
linkedin;France;psychologue;13;female;null;null;null;senior2-level;False;True
linkedin;France;psychologue;14;male;null;True;null;entry-level;False;True
linkedin;France;psychologue;15;female;null;null;null;senior2-level;False;True
linkedin;France;psychologue;16;female;null;null;30.0;senior2-level;False;True
linkedin;France;psychologue;17;female;null;False;null;senior1-level;False;True
linkedin;France;psychologue;18;female;null;null;26.0;senior1-level;False;False
linkedin;France;psychologue;19;male;null;null;27.0;senior2-level;False;True
linkedin;France;psychologue;20;female;null;null;36.0;senior2-level;False;True
linkedin;France;psychologue;21;female;null;null;null;senior2-level;False;False
linkedin;France;psychologue;22;unknown;null;True;null;senior2-level;False;True
linkedin;France;psychologue;23;unknown;null;null;48.0;senior2-level;False;True
linkedin;France;psychologue;24;male;null;null;null;senior2-level;False;True
linkedin;France;réceptionniste;0;male;null;null;25.0;entry-level;False;True
linkedin;France;réceptionniste;1;female;null;null;27.0;entry-level;False;True
linkedin;France;réceptionniste;2;male;null;null;null;senior2-level;True;False
linkedin;France;réceptionniste;3;male;null;True;null;mid-level;False;False
linkedin;France;réceptionniste;4;female;null;True;25.0;mid-level;False;False
linkedin;France;réceptionniste;5;female;null;null;20.0;mid-level;False;False
linkedin;France;réceptionniste;6;female;null;False;23.0;entry-level;False;True
linkedin;France;réceptionniste;7;female;null;null;23.0;entry-level;False;True
linkedin;France;réceptionniste;8;female;null;True;25.0;entry-level;False;True
linkedin;France;réceptionniste;9;male;null;null;25.0;entry-level;False;False
linkedin;France;réceptionniste;10;male;null;False;27.0;mid-level;False;False
linkedin;France;réceptionniste;11;male;null;null;22.0;mid-level;False;True
linkedin;France;réceptionniste;12;unknown;null;False;26.0;mid-level;False;True
linkedin;France;réceptionniste;13;female;null;null;25.0;mid-level;False;False
linkedin;France;réceptionniste;14;male;null;True;29.0;mid-level;False;True
linkedin;France;réceptionniste;15;male;null;True;27.0;mid-level;False;True
linkedin;France;réceptionniste;16;female;null;null;22.0;entry-level;False;False
linkedin;France;réceptionniste;17;female;null;null;25.0;mid-level;False;False
linkedin;France;réceptionniste;18;female;null;True;22.0;mid-level;False;True
linkedin;France;réceptionniste;19;unknown;null;null;25.0;mid-level;False;False
linkedin;France;réceptionniste;20;male;null;True;null;senior1-level;False;True
linkedin;France;réceptionniste;21;female;null;null;29.0;senior1-level;False;True
linkedin;France;réceptionniste;22;male;null;True;22.0;entry-level;False;False
linkedin;France;réceptionniste;23;male;null;False;27.0;senior1-level;False;False
linkedin;France;réceptionniste;24;male;null;True;null;mid-level;False;True
linkedin;France;reporter;0;male;null;null;24.0;senior1-level;False;True
linkedin;France;reporter;1;unknown;null;null;25.0;entry-level;False;False
linkedin;France;reporter;2;female;null;null;34.0;senior1-level;False;True
linkedin;France;reporter;3;male;null;null;27.0;senior1-level;False;False
linkedin;France;reporter;4;unknown;null;null;null;senior2-level;False;False
linkedin;France;reporter;5;male;null;null;51.0;senior2-level;False;False
linkedin;France;reporter;6;female;null;null;26.0;mid-level;False;True
linkedin;France;reporter;7;male;null;null;36.0;senior2-level;False;True
linkedin;France;reporter;8;male;null;null;null;senior2-level;False;True
linkedin;France;reporter;9;male;null;null;27.0;entry-level;False;True
linkedin;France;reporter;10;female;null;null;26.0;senior1-level;False;False
linkedin;France;reporter;11;unknown;null;null;57.0;senior2-level;False;True
linkedin;France;reporter;12;female;null;null;null;senior2-level;False;True
linkedin;France;reporter;13;female;null;null;56.0;senior2-level;False;False
linkedin;France;reporter;14;unknown;null;null;22.0;entry-level;False;False
linkedin;France;reporter;15;male;null;null;61.0;senior2-level;False;False
linkedin;France;reporter;16;female;null;null;29.0;senior2-level;False;False
linkedin;France;reporter;17;male;null;null;22.0;mid-level;False;True
linkedin;France;reporter;18;female;null;null;32.0;senior1-level;False;False
linkedin;France;reporter;19;male;null;null;27.0;mid-level;False;False
linkedin;France;reporter;20;male;null;null;30.0;senior2-level;False;True
linkedin;France;reporter;21;female;null;null;23.0;mid-level;False;False
linkedin;France;reporter;22;female;null;null;27.0;mid-level;False;True
linkedin;France;reporter;23;female;null;null;32.0;mid-level;False;True
linkedin;France;reporter;24;female;null;null;24.0;mid-level;False;False
linkedin;France;scientifique;0;female;null;null;26.0;mid-level;False;False
linkedin;France;scientifique;1;male;null;null;null;senior2-level;False;False
linkedin;France;scientifique;2;female;null;False;35.0;senior2-level;False;True
linkedin;France;scientifique;3;male;null;null;34.0;senior2-level;False;True
linkedin;France;scientifique;4;female;null;null;31.0;senior2-level;False;True
linkedin;France;scientifique;5;male;null;True;53.0;entry-level;False;False
linkedin;France;scientifique;6;male;null;True;55.0;senior2-level;False;True
linkedin;France;scientifique;7;female;null;null;null;senior2-level;False;False
linkedin;France;scientifique;8;female;null;True;26.0;entry-level;False;False
linkedin;France;scientifique;9;female;null;False;null;mid-level;False;False
linkedin;France;scientifique;10;female;null;null;49.0;senior2-level;False;True
linkedin;France;scientifique;11;female;null;null;null;mid-level;False;False
linkedin;France;scientifique;12;female;null;null;34.0;senior2-level;False;True
linkedin;France;scientifique;13;female;null;null;21.0;entry-level;False;False
linkedin;France;scientifique;14;male;null;null;null;mid-level;False;True
linkedin;France;scientifique;15;female;null;null;32.0;senior2-level;False;True
linkedin;France;scientifique;16;male;null;null;null;senior2-level;False;False
linkedin;France;scientifique;17;male;null;null;null;senior2-level;False;False
linkedin;France;scientifique;18;male;null;null;null;senior2-level;False;False
linkedin;France;scientifique;19;male;null;False;44.0;senior2-level;False;False
linkedin;France;scientifique;20;male;null;null;22.0;senior2-level;False;True
linkedin;France;scientifique;21;male;null;null;32.0;senior2-level;False;True
linkedin;France;scientifique;22;female;null;null;34.0;senior1-level;False;True
linkedin;France;scientifique;23;female;null;null;51.0;senior2-level;False;False
linkedin;France;scientifique;24;male;null;null;null;senior2-level;False;False
linkedin;France;traducteur;0;male;null;False;66.0;senior2-level;False;True
linkedin;France;traducteur;1;female;null;null;29.0;mid-level;False;False
linkedin;France;traducteur;2;unknown;null;False;41.0;senior2-level;False;True
linkedin;France;traducteur;3;male;null;False;24.0;entry-level;False;True
linkedin;France;traducteur;4;male;null;True;27.0;mid-level;False;False
linkedin;France;traducteur;5;male;null;null;44.0;senior2-level;False;False
linkedin;France;traducteur;6;unknown;null;True;45.0;senior2-level;False;False
linkedin;France;traducteur;7;male;null;null;33.0;senior2-level;False;True
linkedin;France;traducteur;8;male;null;True;31.0;mid-level;False;True
linkedin;France;traducteur;9;unknown;null;True;49.0;senior2-level;False;False
linkedin;France;traducteur;10;male;null;True;41.0;senior2-level;False;True
linkedin;France;traducteur;11;male;null;True;30.0;senior1-level;False;False
linkedin;France;traducteur;12;male;null;null;null;senior2-level;True;False
linkedin;France;traducteur;13;male;null;null;28.0;senior1-level;False;True
linkedin;France;traducteur;14;male;null;null;22.0;mid-level;False;False
linkedin;France;traducteur;15;male;null;null;75.0;mid-level;False;False
linkedin;France;traducteur;16;female;null;True;46.0;senior2-level;False;True
linkedin;France;traducteur;17;male;null;True;35.0;senior2-level;False;True
linkedin;France;traducteur;18;male;null;True;null;senior2-level;False;True
linkedin;France;traducteur;19;male;null;False;39.0;senior2-level;False;True
linkedin;France;traducteur;20;male;null;False;30.0;senior2-level;False;True
linkedin;France;traducteur;21;female;null;null;39.0;senior2-level;False;True
linkedin;France;traducteur;22;male;null;null;28.0;senior1-level;False;False
linkedin;France;traducteur;23;male;null;True;46.0;senior2-level;False;True
linkedin;France;traducteur;24;female;null;True;null;senior2-level;False;True
linkedin;France;vendeur;0;female;null;null;22.0;mid-level;False;False
linkedin;France;vendeur;1;male;null;null;26.0;senior1-level;False;False
linkedin;France;vendeur;2;male;null;null;26.0;mid-level;False;False
linkedin;France;vendeur;3;male;null;null;null;senior2-level;False;False
linkedin;France;vendeur;4;male;null;null;37.0;senior2-level;False;False
linkedin;France;vendeur;5;male;null;True;22.0;mid-level;False;False
linkedin;France;vendeur;6;male;null;null;23.0;senior1-level;True;True
linkedin;France;vendeur;7;male;null;null;38.0;senior2-level;False;False
linkedin;France;vendeur;8;male;null;null;31.0;senior2-level;False;False
linkedin;France;vendeur;9;male;null;True;25.0;entry-level;False;False
linkedin;France;vendeur;10;male;null;null;35.0;senior1-level;False;True
linkedin;France;vendeur;11;female;null;null;27.0;senior1-level;False;True
linkedin;France;vendeur;12;unknown;null;True;34.0;senior2-level;True;False
linkedin;France;vendeur;13;male;null;null;null;senior1-level;False;False
linkedin;France;vendeur;14;male;null;null;null;mid-level;False;True
linkedin;France;vendeur;15;male;null;True;null;mid-level;False;True
linkedin;France;vendeur;16;female;null;False;29.0;senior1-level;False;True
linkedin;France;vendeur;17;male;null;null;23.0;entry-level;False;True
linkedin;France;vendeur;18;male;null;False;26.0;mid-level;False;True
linkedin;France;vendeur;19;male;null;null;27.0;entry-level;False;True
linkedin;France;vendeur;20;male;null;False;24.0;mid-level;False;False
linkedin;France;vendeur;21;male;null;False;null;senior1-level;False;False
linkedin;France;vendeur;22;male;null;null;33.0;senior2-level;False;False
linkedin;France;vendeur;23;male;null;True;null;senior2-level;False;True
linkedin;France;vendeur;24;male;null;null;null;mid-level;False;True
linkedin;France;vétérinaire;0;male;null;null;null;senior2-level;False;True
linkedin;France;vétérinaire;1;female;null;null;50.0;senior2-level;False;True
linkedin;France;vétérinaire;2;female;null;False;30.0;mid-level;False;True
linkedin;France;vétérinaire;3;unknown;null;null;null;entry-level;False;True
linkedin;France;vétérinaire;4;unknown;null;False;25.0;entry-level;False;True
linkedin;France;vétérinaire;5;male;null;False;38.0;senior2-level;False;True
linkedin;France;vétérinaire;6;male;null;True;null;senior2-level;False;False
linkedin;France;vétérinaire;7;unknown;null;False;null;mid-level;False;False
linkedin;France;vétérinaire;8;female;null;null;31.0;senior2-level;False;True
linkedin;France;vétérinaire;9;female;null;False;28.0;senior1-level;False;False
linkedin;France;vétérinaire;10;female;null;null;null;entry-level;False;True
linkedin;France;vétérinaire;11;male;null;null;null;entry-level;False;True
linkedin;France;vétérinaire;12;male;null;False;54.0;senior2-level;False;False
linkedin;France;vétérinaire;13;unknown;null;True;25.0;mid-level;False;True
linkedin;France;vétérinaire;14;male;null;null;null;senior2-level;False;False
linkedin;France;vétérinaire;15;unknown;null;null;null;senior2-level;False;True
linkedin;France;vétérinaire;16;female;null;null;29.0;mid-level;False;True
linkedin;France;vétérinaire;17;male;null;null;null;mid-level;False;True
linkedin;France;vétérinaire;18;male;null;null;31.0;senior2-level;False;True
linkedin;France;vétérinaire;19;female;null;null;34.0;senior1-level;False;False
linkedin;France;vétérinaire;20;male;null;null;53.0;senior2-level;False;False
linkedin;France;vétérinaire;21;female;null;null;null;senior1-level;False;True
linkedin;France;vétérinaire;22;male;null;False;41.0;mid-level;False;False
linkedin;France;vétérinaire;23;male;null;null;null;senior2-level;False;True
linkedin;France;vétérinaire;24;male;null;null;45.0;senior2-level;False;False
